OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
002902	Mat 6:23		σῶμά			σῶμα	N-NSN	body	身	-	8.1	04983
002903	Mat 6:23		σου			σύ	P-2GS	of you	你	-	92.6	04771
002904	Mat 6:23		σκοτεινὸν			σκοτεινός	A-NSN	full of darkness	黑暗	-	14.54	04652
002905	Mat 6:23		ἔσται	.		εἰμί	V-FMI-3S	will be	將是	-	13.1	01510
002906	Mat 6:23		εἰ			εἰ	CONJ	If	若	-	89.65	01487
002907	Mat 6:23		οὖν			οὖν	CONJ	then	-	-	89.5	03767
002908	Mat 6:23		τὸ			ὀ	T-NSN	the	-	-	92.24	03588
002909	Mat 6:23		φῶς			φῶς	N-NSN	light	光	-	14.36	05457
002910	Mat 6:23		τὸ			ὀ	T-NSN	that [is]	-	-	92.24	03588
002911	Mat 6:23		ἐν			ἐν	PREP	within	在裡面	-	83.13	01722
002912	Mat 6:23		σοὶ			σύ	P-2DS	you	你	-	92.6	04771
002913	Mat 6:23		σκότος			σκότος	N-NSN	darkness	黑暗	-	14.53	04655
002914	Mat 6:23		ἐστίν	,		εἰμί	V-PAI-3S	is	是	-	13.1	01510
002915	Mat 6:23		τὸ			ὀ	T-NSN	that	那	-	92.24	03588
002916	Mat 6:23		σκότος			σκότος	N-NSN	darkness	黑暗	-	14.53	04655
002917	Mat 6:23		πόσον	.	¶	πόσος	Q-NSN	how great!	何等大	-	78.13	04214
002918	Mat 6:24		Οὐδεὶς			οὐδείς	A-NSM	No one	沒有人	-	92.23	03762
002919	Mat 6:24		δύναται			δύναμαι	V-PMI-3S	is able	能夠	-	74.5	01410
002920	Mat 6:24		δυσὶ			δύο	A-DPM	two	兩	-	60.11	01417
002921	Mat 6:24		κυρίοις			κύριος	N-DPM	masters	主人	-	37.51	02962
002922	Mat 6:24		δουλεύειν	·		δουλεύω	V-PAN	to serve	服侍	-	35.27	01398
002923	Mat 6:24		ἢ			ἤ	CONJ	either	或	-	89.14	02228
002924	Mat 6:24		γὰρ			γάρ	CONJ	for	-	-	89.23	01063
002925	Mat 6:24		τὸν			ὀ	T-ASM	the	這	-	92.24	03588
002926	Mat 6:24		ἕνα			εἷς	A-ASM	one	一	-	92.22	01520
002927	Mat 6:24		μισήσει			μισέω	V-FAI-3S	he will hate	他恨惡	-	88.198	03404
002928	Mat 6:24		καὶ			καί	CONJ	and	-	-	89.93	02532
002929	Mat 6:24		τὸν			ὀ	T-ASM	the	那	-	92.24	03588
002930	Mat 6:24		ἕτερον			ἕτερος	A-ASM	other	別	-	58.37	02087
002931	Mat 6:24		ἀγαπήσει	,		ἀγαπάω	V-FAI-3S	he will love	他愛	-	25.43	00025
002932	Mat 6:24		ἢ			ἤ	CONJ	or	或	-	89.14	02228
002933	Mat 6:24		ἑνὸς			εἷς	A-GSM	[the] one	一	-	92.22	01520
002934	Mat 6:24		ἀνθέξεται			ἀντέχω	V-FMI-3S	he will be devoted to	看重	-	34.24	00472
002935	Mat 6:24		καὶ			καί	CONJ	and	-	-	89.93	02532
002936	Mat 6:24		τοῦ			ὀ	T-GSM	the	那	-	92.24	03588
002937	Mat 6:24		ἑτέρου			ἕτερος	A-GSM	other	別	-	58.37	02087
002938	Mat 6:24		καταφρονήσει	.		καταφρονέω	V-FAI-3S	he will despise	輕視	-	88.192	02706
002939	Mat 6:24		οὐ			οὐ	PRT-N	Not	不	-	69.3	03756
002940	Mat 6:24		δύνασθε			δύναμαι	V-PMI-2P	you are able	你們能夠	-	74.5	01410
002941	Mat 6:24		Θεῷ			θεός	N-DSM	God	上帝	-	12.1	02316
002942	Mat 6:24		δουλεύειν			δουλεύω	V-PAN	to serve	服侍	-	35.27	01398
002943	Mat 6:24		καὶ			καί	CONJ	and	又	-	89.92	02532
002944	Mat 6:24		μαμωνᾷ	.	¶	μαμμωνᾶς	N-DSM	money	財富	-	57.34	03126
002945	Mat 6:25		Διὰ			διά	PREP	Because of	因	-	89.26	01223
002946	Mat 6:25		τοῦτο			οὗτος	D-ASN	this	此	-	92.29	03778
002947	Mat 6:25		λέγω			λέγω	V-PAI-1S	I say	我告訴	-	33.69	03004
002948	Mat 6:25		ὑμῖν	·		σύ	P-2DP	to you	你們	-	92.7	04771
002949	Mat 6:25		μὴ			μή	PRT-N	not	不	-	69.3	03361
002950	Mat 6:25		μεριμνᾶτε			μεριμνάω	V-PAM-2P	be anxious about	要憂慮	-	25.225	03309
002951	Mat 6:25		τῇ			ὀ	T-DSF	the	為	-	92.24	03588
002952	Mat 6:25		ψυχῇ			ψυχή	N-DSF	life	生命	-	26.4	05590
002953	Mat 6:25		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
002954	Mat 6:25		τί			τίς	I-ASN	what	甚麼	-	92.14	05101
002955	Mat 6:25		φάγητε			φαγεῖν	V-AAS-2P	you should eat	吃	-	23.1	05315
002956	Mat 6:25		ἢ			ἤ	CONJ	or	或	-	89.139	02228
002957	Mat 6:25		τί			τίς	I-ASN	what	甚麼	-	92.14	05101
002958	Mat 6:25		πίητε	,		πίνω	V-AAS-2P	you should drink	喝	-	23.34	04095
002959	Mat 6:25		μηδὲ			μηδέ	CONJ	nor	也不	-	69.7	03366
002960	Mat 6:25		τῷ			ὀ	T-DSN	the	為	-	92.24	03588
002961	Mat 6:25		σώματι			σῶμα	N-DSN	body	身體	-	8.1	04983
002962	Mat 6:25		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
002963	Mat 6:25		τί			τίς	I-ASN	what	甚麼	-	92.14	05101
002964	Mat 6:25		ἐνδύσησθε	.		ἐνδύω	V-AMS-2P	you should put on	穿	-	49.1	01746
002965	Mat 6:25		οὐχὶ			οὐχί	PRT-N	Not	不	-	69.12	03780
002966	Mat 6:25		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
002967	Mat 6:25		ψυχὴ			ψυχή	N-NSF	life	生命	-	26.4	05590
002968	Mat 6:25		πλεῖόν			πλείων, πλεῖον	A-NSN	more	勝於	-	78.3	04119
002969	Mat 6:25		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
002970	Mat 6:25		τῆς			ὀ	T-GSF	than the	-	-	92.24	03588
002971	Mat 6:25		τροφῆς			τροφή	N-GSF	food	飲食	-	5.1	05160
002972	Mat 6:25		καὶ			καί	CONJ	and	-	-	89.93	02532
002973	Mat 6:25		τὸ			ὀ	T-NSN	the	-	-	92.24	03588
002974	Mat 6:25		σῶμα			σῶμα	N-NSN	body	身體	-	8.1	04983
002975	Mat 6:25		τοῦ			ὀ	T-GSN	than	-	-	92.24	03588
002976	Mat 6:25		ἐνδύματος	;		ἔνδυμα	N-GSN	clothing?	衣服	-	6.162	01742
002977	Mat 6:26		ἐμβλέψατε			ἐμβλέπω	V-AAM-2P	Look	你們看	-	30.1	01689
002978	Mat 6:26		εἰς			εἰς	PREP	at	-	-	90.23	01519
002979	Mat 6:26		τὰ			ὀ	T-APN	the	-	-	92.24	03588
002980	Mat 6:26		πετεινὰ			πετεινός	A-APN	birds	飛鳥	-	4.41	04071
002981	Mat 6:26		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
002982	Mat 6:26		οὐρανοῦ			οὐρανός	N-GSM	air	天上	-	4.41	03772
002983	Mat 6:26		ὅτι			ὅτι	CONJ	that	-	-	91.15	03754
002984	Mat 6:26		οὐ			οὐ	PRT-N	not	不	-	69.3	03756
002985	Mat 6:26		σπείρουσιν			σπείρω	V-PAI-3P	they sow	撒種	-	43.6	04687
002986	Mat 6:26		οὐδὲ			οὐδέ	CONJ-N	nor	也不	-	69.7	03761
002987	Mat 6:26		θερίζουσιν			θερίζω	V-PAI-3P	do they reap	收割	-	43.14	02325
002988	Mat 6:26		οὐδὲ			οὐδέ	CONJ-N	nor	也不	-	69.7	03761
002989	Mat 6:26		συνάγουσιν			συνάγω	V-PAI-3P	do they gather	收集	-	85.48	04863
002990	Mat 6:26		εἰς			εἰς	PREP	into	在裡	-	84.22	01519
002991	Mat 6:26		ἀποθήκας	,		ἀποθήκη	N-APF	barns	倉庫	-	7.25	00596
002992	Mat 6:26		καὶ			καί	CONJ	and	-	-	91.12	02532
002993	Mat 6:26		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
002994	Mat 6:26		Πατὴρ			πατήρ	N-NSM	Father	父	-	12.12	03962
002995	Mat 6:26		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
002996	Mat 6:26		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
002997	Mat 6:26		οὐράνιος			οὐράνιος	A-NSM	Heavenly	天	-	1.12	03770
002998	Mat 6:26		τρέφει			τρέφω	V-PAI-3S	feeds	養活	-	23.6	05142
002999	Mat 6:26		αὐτά	·		αὐτός	P-APN	them	牠們	-	92.11	00846
003000	Mat 6:26		οὐχ			οὐ	PRT-N	Not	不	-	69.11	03780
003001	Mat 6:26		ὑμεῖς			σύ	P-2NP	you	你們	-	92.7	04771
003002	Mat 6:26		μᾶλλον			μᾶλλον	ADV	much	更	-	78.28	03123
003003	Mat 6:26		διαφέρετε			διαφέρω	V-PAI-2P	are more valuable	更貴重	-	65.6	01308
003004	Mat 6:26		αὐτῶν	;		αὐτός	P-GPN	than they?	牠們	-	92.11	00846
003005	Mat 6:27		τίς			τίς	I-NSM	Who	哪一個	-	92.14	05101
003006	Mat 6:27		δὲ			δέ	CONJ	now	-	-	89.94	01161
003007	Mat 6:27		ἐξ			ἐκ	PREP	from	當中	-	63.2	01537
003008	Mat 6:27		ὑμῶν			σύ	P-2GP	you	你們	-	92.7	04771
003009	Mat 6:27		μεριμνῶν			μεριμνάω	V-PAP-NSM	being anxious	藉著思慮	-	25.225	03309
003010	Mat 6:27		δύναται			δύναμαι	V-PMI-3S	is able	能夠	-	74.5	01410
003011	Mat 6:27		προσθεῖναι			προστίθημι	V-AAN	to add	多加	-	59.72	04369
003012	Mat 6:27		ἐπὶ			ἐπί	PREP	to	-	-	90.23	01909
003013	Mat 6:27		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
003014	Mat 6:27		ἡλικίαν			ἡλικία	N-ASF	lifespan	壽數	-	81.4|67.151	02244
003015	Mat 6:27		αὐτοῦ			αὐτός	P-GSM	of him	他	-	92.11	00846
003016	Mat 6:27		πῆχυν			πῆχυς	N-ASM	hour	刻	-	81.25	04083
003017	Mat 6:27		ἕνα	;		εἷς	A-ASM	one?	一	-	60.1	01520
003018	Mat 6:28		Καὶ			καί	CONJ	And	-	-	91.1	02532
003019	Mat 6:28		περὶ			περί	PREP	about	為	-	89.6	04012
003020	Mat 6:28		ἐνδύματος			ἔνδυμα	N-GSN	clothing	衣服	-	6.162	01742
003021	Mat 6:28		τί			τίς	I-ASN	why	為甚麼	-	92.14	05101
003022	Mat 6:28		μεριμνᾶτε	;		μεριμνάω	V-PAI-2P	are you anxious?	憂慮	-	25.225	03309
003023	Mat 6:28		καταμάθετε			καταμανθάνω	V-AAM-2P	Observe	你們想	-	30.3	02648
003024	Mat 6:28		τὰ			ὀ	T-APN	the	-	-	92.24	03588
003025	Mat 6:28		κρίνα			κρίνον	N-APN	lilies	百合花	-	3.32	02918
003026	Mat 6:28		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
003027	Mat 6:28		ἀγροῦ			ἀγρός	N-GSM	field	野地裡	-	1.87	00068
003028	Mat 6:28		πῶς			πως	ADV	how	怎麼	-	92.16	04459
003029	Mat 6:28		αὐξάνουσιν	·		αὐξάνω	V-PAI-3P	they grow	長起來	-	23.188	00837
003030	Mat 6:28		οὐ			οὐ	PRT-N	[They do] not	不	-	69.3	03756
003031	Mat 6:28		κοπιῶσιν			κοπιάω	V-PAI-3P	labor	它們勞動	-	42.47	02872
003032	Mat 6:28		οὐδὲ			οὐδέ	CONJ-N	nor	也不	-	69.7	03761
003033	Mat 6:28		νήθουσιν	·		νήθω	V-PAI-3P	do they spin	紡織	-	48.2	03514
003034	Mat 6:29		λέγω			λέγω	V-PAI-1S	I say	我告訴	-	33.69	03004
003035	Mat 6:29		δὲ			δέ	CONJ	however	然而	-	89.124	01161
003036	Mat 6:29		ὑμῖν			σύ	P-2DP	to you	你們	-	92.7	04771
003037	Mat 6:29		ὅτι			ὅτι	CONJ	that	-	-	90.21	03754
003038	Mat 6:29		οὐδὲ			οὐδέ	CONJ-N	not even	也不	-	69.8	03761
003039	Mat 6:29		Σολομὼν			Σολομών, Σαλωμών	N-NSM	Solomon	所羅門	-	93.344	04672
003040	Mat 6:29		ἐν			ἐν	PREP	in	在	-	89.119	01722
003041	Mat 6:29		πάσῃ			πᾶς	A-DSF	all	極	-	59.23	03956
003042	Mat 6:29		τῇ			ὀ	T-DSF	the	-	-	92.24	03588
003043	Mat 6:29		δόξῃ			δόξα	N-DSF	glory	榮耀	-	79.18	01391
003044	Mat 6:29		αὐτοῦ			αὐτός	P-GSM	of him	他	-	92.11	00846
003045	Mat 6:29		περιεβάλετο			περιβάλλω	V-AMI-3S	was adorned	他穿戴	-	49.3	04016
003046	Mat 6:29		ὡς			ὡς	CONJ	like	如	-	64.12	05613
003047	Mat 6:29		ἓν			εἷς	A-NSN	one	一	-	92.22	01520
003048	Mat 6:29		τούτων	.		οὗτος	D-GPN	of these	這些	-	92.29	03778
003049	Mat 6:30		εἰ			εἰ	CONJ	If	如果	-	89.3	01487
003050	Mat 6:30		δὲ			δέ	CONJ	however	-	-	89.94	01161
003051	Mat 6:30		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
003052	Mat 6:30		χόρτον			χόρτος	N-ASM	grass	草	-	3.15	05528
003053	Mat 6:30		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
003054	Mat 6:30		ἀγροῦ			ἀγρός	N-GSM	field	野地裡	-	1.87	00068
003055	Mat 6:30		σήμερον			σήμερον	ADV	today	今天	-	67.205	04594
003056	Mat 6:30		ὄντα			εἰμί	V-PAP-ASM	being [here]	在	-	13.69	01510
003057	Mat 6:30		καὶ			καί	CONJ	and	就	-	89.87	02532
003058	Mat 6:30		αὔριον			αὔριον	ADV	tomorrow	明天	-	67.207	00839
003059	Mat 6:30		εἰς			εἰς	PREP	into	在裡	-	84.22	01519
003060	Mat 6:30		κλίβανον			κλίβανος	N-ASM	the furnace	火爐	-	7.74	02823
003061	Mat 6:30		βαλλόμενον			βάλλω	V-PPP-ASM	being thrown	被丟	-	15.215	00906
003062	Mat 6:30		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
003063	Mat 6:30		Θεὸς			θεός	N-NSM	God	上帝	-	12.1	02316
003064	Mat 6:30		οὕτως			οὕτω, οὕτως	ADV	thus	這樣	-	61.9	03779
003065	Mat 6:30		ἀμφιέννυσιν	,		ἀμφιέννυμι	V-PAI-3S	clothes	裝扮	-	49.3	00294
003066	Mat 6:30		οὐ			οὐ	PRT-N	[will He] not	-	-	69.11	03756
003067	Mat 6:30		πολλῷ			πολύς	A-DSN	much	多	-	78.3	04183
003068	Mat 6:30		μᾶλλον			μᾶλλον	ADV	more	更	-	78.28	03123
003069	Mat 6:30		ὑμᾶς	,		σύ	P-2AP	you	你們	-	92.7	04771
003070	Mat 6:30		ὀλιγόπιστοι	;		ὀλιγόπιστος	A-VPM	O [you] of little faith?	你們這些小信的人哪	-	31.96	03640
003071	Mat 6:31		Μὴ			μή	PRT-N	Not	不	-	69.3	03361
003072	Mat 6:31		οὖν			οὖν	CONJ	therefore	所以	-	89.5	03767
003073	Mat 6:31		μεριμνήσητε			μεριμνάω	V-AAS-2P	be anxious	要憂慮	-	25.225	03309
003074	Mat 6:31		λέγοντες	·		λέγω	V-PAP-NPM	saying	說	-	33.69	03004
003075	Mat 6:31		Τί			τίς	I-ASN	What	甚麼	-	92.14	05101
003076	Mat 6:31		φάγωμεν	;		φαγεῖν	V-AAS-1P	shall we eat?	我們吃	-	23.1	05315
003077	Mat 6:31		ἤ	·		ἤ	CONJ	Or	或	-	89.139	02228
003078	Mat 6:31		Τί			τίς	I-ASN	what	甚麼	-	92.14	05101
003079	Mat 6:31		πίωμεν	;		πίνω	V-AAS-1P	shall we drink?	喝	-	23.34	04095
003080	Mat 6:31		ἤ	·		ἤ	CONJ	Or	或	-	89.139	02228
003081	Mat 6:31		Τί			τίς	I-ASN	what	甚麼	-	92.14	05101
003082	Mat 6:31		περιβαλώμεθα	;		περιβάλλω	V-AMS-1P	shall we wear?	穿	-	49.3	04016
003083	Mat 6:32		πάντα			πᾶς	A-APN	All	一切	-	59.23	03956
003084	Mat 6:32		γὰρ			γάρ	CONJ	for	-	-	89.23	01063
003085	Mat 6:32		ταῦτα			οὗτος	D-APN	these things	這	-	92.29	03778
003086	Mat 6:32		τὰ			ὀ	T-NPN	the	-	-	92.24	03588
003087	Mat 6:32		ἔθνη			ἔθνος	N-NPN	Gentiles	外邦人	-	11.37	01484
003088	Mat 6:32		ἐπιζητοῦσιν	·		ἐπιζητέω	V-PAI-3P	seek after	尋求	-	25.9	01934
003089	Mat 6:32		οἶδεν			ὁράω	V-RAI-3S	knows	已經知道	-	28.1	3608a
003090	Mat 6:32		γὰρ			γάρ	CONJ	for	-	-	89.23	01063
003091	Mat 6:32		ὁ			ὀ	T-NSM	the	-	-	92.24	03588
003092	Mat 6:32		Πατὴρ			πατήρ	N-NSM	Father	父	-	12.12	03962
003093	Mat 6:32		ὑμῶν			σύ	P-2GP	of you	你們	-	92.7	04771
003094	Mat 6:32		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
003095	Mat 6:32		οὐράνιος			οὐράνιος	A-NSM	Heavenly	天	-	1.12	03770
003096	Mat 6:32		ὅτι			ὅτι	CONJ	that	-	-	90.21	03754
003097	Mat 6:32		χρῄζετε			χρῄζω	V-PAI-2P	you have need	你們需要	-	57.39	05535
003098	Mat 6:32		τούτων			οὗτος	D-GPN	of them	這	-	92.29	03778
003099	Mat 6:32		ἁπάντων	.		ἅπας	A-GPN	all	一切	-	59.23	00537
003100	Mat 6:33		ζητεῖτε			ζητέω	V-PAM-2P	Seek	你們要尋求	-	57.59	02212
003101	Mat 6:33		δὲ			δέ	CONJ	however	-	-	89.124	01161
003102	Mat 6:33		πρῶτον			πρῶτος	A-ASN	first	先	-	60.46	04413
003103	Mat 6:33		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
003104	Mat 6:33		βασιλείαν			βασιλεία	N-ASF	kingdom	國	-	1.82	00932
003105	Mat 6:33		τοῦ			ὀ	T-GSM	of	-	-	92.24	03588
003106	Mat 6:33		θεοῦ			θεός	N-GSM	God	上帝	-	12.1	02316
003107	Mat 6:33		καὶ			καί	CONJ	and	和	-	89.92	02532
003108	Mat 6:33		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
003109	Mat 6:33		δικαιοσύνην			δικαιοσύνη	N-ASF	righteousness	義	-	88.13	01343
003110	Mat 6:33		αὐτοῦ	,		αὐτός	P-GSM	of Him	他	-	92.11	00846
003111	Mat 6:33		καὶ			καί	CONJ	and	-	-	89.87	02532
003112	Mat 6:33		ταῦτα			οὗτος	D-NPN	these things	這	-	92.29	03778
003113	Mat 6:33		πάντα			πᾶς	A-NPN	all	一切	-	59.23	03956
003114	Mat 6:33		προστεθήσεται			προστίθημι	V-FPI-3S	will be added	將加給	-	57.78	04369
003115	Mat 6:33		ὑμῖν	.		σύ	P-2DP	to you	你們	-	92.7	04771
003116	Mat 6:34		Μὴ			μή	PRT-N	Not	不	-	69.3	03361
003117	Mat 6:34		οὖν			οὖν	CONJ	therefore	所以	-	89.5	03767
003118	Mat 6:34		μεριμνήσητε			μεριμνάω	V-AAS-2P	be anxious	要憂慮	-	25.225	03309
003119	Mat 6:34		εἰς			εἰς	PREP	about	為	-	67.117	01519
003120	Mat 6:34		τὴν			ὀ	T-ASF	things	-	-	92.24	03588
003121	Mat 6:34		αὔριον	,		αὔριον	ADV	tomorrow	明天	-	67.207	00839
003122	Mat 6:34		ἡ			ὀ	T-NSF	-	-	-	92.24	03588
003123	Mat 6:34		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
003124	Mat 6:34		αὔριον			αὔριον	ADV	tomorrow	明天	-	67.207	00839
003125	Mat 6:34		μεριμνήσει			μεριμνάω	V-FAI-3S	will be anxious about	會憂慮	-	25.225	03309
003126	Mat 6:34		ἑαυτῆς	·		ἑαυτοῦ	F-3GSF	itself	它自己	-	92.25	01438
003127	Mat 6:34		ἀρκετὸν			ἀρκετός	A-NSN	Sufficient	夠了	-	59.45	00713
003128	Mat 6:34		τῇ			ὀ	T-DSF	to the	-	-	92.24	03588
003129	Mat 6:34		ἡμέρᾳ			ἡμέρα	N-DSF	day [is]	一天	-	67.142	02250
003130	Mat 6:34		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
003131	Mat 6:34		κακία			κακία	N-NSF	trouble	難處	-	22.5	02549
003132	Mat 6:34		αὐτῆς	.	¶	αὐτός	P-GSF	of it	它	-	92.11	00846
003133	Mat 7:1		Μὴ			μή	PRT-N	Not	不	-	69.3	03361
003134	Mat 7:1		κρίνετε	,		κρίνω	V-PAM-2P	do judge	你們要評斷	-	56.3	02919
003135	Mat 7:1		ἵνα			ἵνα	CONJ	that	免得	-	89.59	02443
003136	Mat 7:1		μὴ			μή	PRT-N	not	-	-	69.3	03361
003137	Mat 7:1		κριθῆτε	·		κρίνω	V-APS-2P	you should be judged	你們被評斷	-	56.3	02919
003138	Mat 7:2		ἐν			ἐν	PREP	With	用	-	89.5	01722
003139	Mat 7:2		ᾧ			ὅς	R-DSN	whatever	甚麼	-	92.27	03739
003140	Mat 7:2		γὰρ			γάρ	CONJ	for	因為	-	89.23	01063
003141	Mat 7:2		κρίματι			κρίμα	N-DSN	verdict	審判	-	30.11	02917
003142	Mat 7:2		κρίνετε			κρίνω	V-PAI-2P	you judge	你們評斷	-	56.3	02919
003143	Mat 7:2		κριθήσεσθε	,		κρίνω	V-FPI-2P	you will be judged	你們會被評斷	-	56.3	02919
003144	Mat 7:2		καὶ			καί	CONJ	and	-	-	89.93	02532
003145	Mat 7:2		ἐν			ἐν	PREP	with	用	-	89.5	01722
003146	Mat 7:2		ᾧ			ὅς	R-DSN	whatever	甚麼	-	92.27	03739
003147	Mat 7:2		μέτρῳ			μέτρον	N-DSN	measure	量器	-	81.1	03358
003148	Mat 7:2		μετρεῖτε			μετρέω	V-PAI-2P	you measure	你們衡量	-	57.92	03354
003149	Mat 7:2		μετρηθήσεται			μετρέω	V-FPI-3S	it will be measured again	會被衡量	-	57.92	03354
003150	Mat 7:2		ὑμῖν	.		σύ	P-2DP	to you	給你們	-	92.7	04771
003151	Mat 7:3		Τί			τίς	I-ASN	Why	為甚麼	-	92.15	05101
003152	Mat 7:3		δὲ			δέ	CONJ	now	-	-	89.94	01161
003153	Mat 7:3		βλέπεις			βλέπω	V-PAI-2S	do you look at	你看見	-	24.7	00991
003154	Mat 7:3		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
003155	Mat 7:3		κάρφος			κάρφος	N-ASN	splinter	木屑	-	3.66	02595
003156	Mat 7:3		τὸ			ὀ	T-ASN	that [is]	-	-	92.24	03588
003157	Mat 7:3		ἐν			ἐν	PREP	in	中	-	83.13	01722
003158	Mat 7:3		τῷ			ὀ	T-DSM	the	-	-	92.24	03588
003159	Mat 7:3		ὀφθαλμῷ			ὀφθαλμός	N-DSM	eye	眼	-	8.23	03788
003160	Mat 7:3		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
003161	Mat 7:3		ἀδελφοῦ			ἀδελφός	N-GSM	brother	弟兄	-	11.89	00080
003162	Mat 7:3		σου	,		σύ	P-2GS	of you	你	-	92.6	04771
003163	Mat 7:3		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
003164	Mat 7:3		δὲ			δέ	CONJ	and	卻	-	89.124	01161
003165	Mat 7:3		ἐν			ἐν	PREP	the in	中	-	83.13	01722
003166	Mat 7:3		τῷ			ὀ	T-DSM	-	-	-	92.24	03588
003167	Mat 7:3		σῷ			σός	S-2SDSM	your [own]	你	-	92.8	04674
003168	Mat 7:3		ὀφθαλμῷ			ὀφθαλμός	N-DSM	eye	眼	-	8.23	03788
003169	Mat 7:3		δοκὸν			δοκός	N-ASF	beam	樑木	-	7.78	01385
003170	Mat 7:3		οὐ			οὐ	PRT-N	not	不	-	69.3	03756
003171	Mat 7:3		κατανοεῖς	;		κατανοέω	V-PAI-2S	notice?	想	-	30.43	02657
003172	Mat 7:4		ἢ			ἤ	CONJ	Or	或	-	89.139	02228
003173	Mat 7:4		πῶς			πως	ADV	how	怎麼	-	92.16	04459
003174	Mat 7:4		ἐρεῖς			λέγω	V-FAI-2S	shall you say	你能說	-	33.69	03004
003175	Mat 7:4		τῷ			ὀ	T-DSM	to the	對	-	92.24	03588
003176	Mat 7:4		ἀδελφῷ			ἀδελφός	N-DSM	brother	弟兄	-	11.89	00080
003177	Mat 7:4		σου	·		σύ	P-2GS	of you	你	-	92.6	04771
003178	Mat 7:4		Ἄφες			ἀφίημι	V-AAM-2S	Permit that	讓	-	13.14	00863
003179	Mat 7:4		ἐκβάλω			ἐκβάλλω	V-AAS-1S	I might cast out	去掉	-	15.22	01544
003180	Mat 7:4		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
003181	Mat 7:4		κάρφος			κάρφος	N-ASN	splinter	木屑	-	3.66	02595
003182	Mat 7:4		ἐκ			ἐκ	PREP	from	中	-	84.4	01537
003183	Mat 7:4		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
003184	Mat 7:4		ὀφθαλμοῦ			ὀφθαλμός	N-GSM	eye	眼	-	8.23	03788
003185	Mat 7:4		σου	,		σύ	P-2GS	of you	你	-	92.6	04771
003186	Mat 7:4		καὶ			καί	CONJ	and	-	-	89.93	02532
003187	Mat 7:4		ἰδοὺ			ἰδού	INJ	behold	看哪	-	91.1	02400
003188	Mat 7:4		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
003189	Mat 7:4		δοκὸς			δοκός	N-NSF	beam	樑木	-	7.78	01385
003190	Mat 7:4		ἐν			ἐν	PREP	[is] in	中	-	83.13	01722
003191	Mat 7:4		τῷ			ὀ	T-DSM	the	-	-	92.24	03588
003192	Mat 7:4		ὀφθαλμῷ			ὀφθαλμός	N-DSM	eye	眼	-	8.23	03788
003193	Mat 7:4		σοῦ	;		σύ	P-2GS	of you?	你	-	92.6	04771
003194	Mat 7:5		ὑποκριτά	,		ὑποκριτής	N-VSM	Hypocrite!	你這假冒為善的人	-	88.228	05273
003195	Mat 7:5		ἔκβαλε			ἐκβάλλω	V-AAM-2S	Cast out	去掉	-	15.22	01544
003196	Mat 7:5		πρῶτον			πρῶτος	A-ASN	first	先	-	60.46	04413
003197	Mat 7:5		ἐκ			ἐκ	PREP	from	中	-	84.4	01537
003198	Mat 7:5		τοῦ			ὀ	T-GSM	the	-	-	92.24	03588
003199	Mat 7:5		ὀφθαλμοῦ			ὀφθαλμός	N-GSM	eye	眼	-	8.23	03788
003200	Mat 7:5		σοῦ			σύ	P-2GS	of you	你	-	92.6	04771
003201	Mat 7:5		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
003202	Mat 7:5		δοκόν	,		δοκός	N-ASF	beam	樑木	-	7.78	01385
003203	Mat 7:5		καὶ			καί	CONJ	and	-	-	89.87	02532
003204	Mat 7:5		τότε			τότε	ADV	then	然後	-	67.47	05119
003205	Mat 7:5		διαβλέψεις			διαβλέπω	V-FAI-2S	you will see clearly	你能看得清楚	-	24.35	01227
003206	Mat 7:5		ἐκβαλεῖν			ἐκβάλλω	V-AAN	to cast out	好去掉	-	15.22	01544
003207	Mat 7:5		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
003208	Mat 7:5		κάρφος			κάρφος	N-ASN	splinter	木屑	-	3.66	02595
