OGNTsort	BCV	Pre	OGNTa	PM	Post	Lemma	RMAC	Gloss	中文	OTquotation	LN	sn
108122	Col 1:12		ἁγίων			ἅγιος	A-GPM	saints	與眾聖徒	-	11.27	00040
108123	Col 1:12		ἐν			ἐν	PREP	in	在中	-	83.13	01722
108124	Col 1:12		τῷ			ὀ	T-DSN	the	-	-	92.24	03588
108125	Col 1:12		φωτί	·		φῶς	N-DSN	light	光明	-	14.36	05457
108126	Col 1:13		ὃς			ὅς	R-NSM	who	他	-	92.27	03739
108127	Col 1:13		ἐρρύσατο			ῥύομαι	V-AMI-3S	has delivered	拯救了	-	21.23	04506
108128	Col 1:13		ἡμᾶς			ἐγώ	P-1AP	us	我們	-	92.1	01473
108129	Col 1:13		ἐκ			ἐκ	PREP	from	脫離	-	84.4	01537
108130	Col 1:13		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
108131	Col 1:13		ἐξουσίας			ἐξουσία	N-GSF	dominion	權勢	-	37.13	01849
108132	Col 1:13		τοῦ			ὀ	T-GSN	-	-	-	92.24	03588
108133	Col 1:13		σκότους			σκότος	N-GSN	of darkness	黑暗	-	88.125	04655
108134	Col 1:13		καὶ			καί	CONJ	and	-	-	89.87	02532
108135	Col 1:13		μετέστησεν			μεθίστημι	V-AAI-3S	transferred [us]	遷移了	-	13.64	03179
108136	Col 1:13		εἰς			εἰς	PREP	into	到..裡	-	84.22	01519
108137	Col 1:13		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108138	Col 1:13		βασιλείαν			βασιλεία	N-ASF	kingdom	國度	-	1.82	00932
108139	Col 1:13		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
108140	Col 1:13		Υἱοῦ			υἱός	N-GSM	Son	子	-	12.15	05207
108141	Col 1:13		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
108142	Col 1:13		ἀγάπης			ἀγάπη	N-GSF	beloved	愛	-	25.43	00026
108143	Col 1:13		αὐτοῦ	,		αὐτός	P-GSM	of Him	他	-	92.11	00846
108144	Col 1:14		ἐν			ἐν	PREP	in	藉著	-	89.119	01722
108145	Col 1:14		ᾧ			ὅς	R-DSM	whom	他	-	92.27	03739
108146	Col 1:14		ἔχομεν			ἔχω	V-PAI-1P	we have	我們得	-	57.1	02192
108147	Col 1:14		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
108148	Col 1:14		ἀπολύτρωσιν	,		ἀπολύτρωσις	N-ASF	redemption	救贖	-	37.128	00629
108149	Col 1:14		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108150	Col 1:14		ἄφεσιν			ἄφεσις	N-ASF	forgiveness	赦免	-	40.8	00859
108151	Col 1:14		τῶν			ὀ	T-GPF	-	-	-	92.24	03588
108152	Col 1:14		ἁμαρτιῶν	·		ἁμαρτία	N-GPF	of sins	罪	-	88.289	00266
108153	Col 1:15	¬	Ὅς			ὅς	R-NSM	[He]	他	-	92.27	03739
108154	Col 1:15		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108155	Col 1:15		εἰκὼν			εἰκών	N-NSF	[the] image	像	-	6.96	01504
108156	Col 1:15		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
108157	Col 1:15		Θεοῦ			θεός	N-GSM	God	上帝	-	12.1	02316
108158	Col 1:15		τοῦ			ὀ	T-GSM	-	那	-	92.24	03588
108159	Col 1:15		ἀοράτου	,		ἀόρατος	A-GSM	invisible	看不見之	-	24.4	00517
108160	Col 1:15	¬	πρωτότοκος			πρωτότοκος	A-NSM	[the] firstborn	首生者	-	13.79|87.47	04416
108161	Col 1:15		πάσης			πᾶς	A-GSF	over all	一切	-	59.23	03956
108162	Col 1:15		κτίσεως	,		κτίσις	N-GSF	creation	受造之物	-	42.38	02937
108163	Col 1:16	¬	ὅτι			ὅτι	CONJ	because	因為	-	89.33	03754
108164	Col 1:16		ἐν			ἐν	PREP	in	藉著	-	90.6	01722
108165	Col 1:16		αὐτῷ			αὐτός	P-DSM	Him	他	-	92.11	00846
108166	Col 1:16		ἐκτίσθη			κτίζω	V-API-3S	were created	被造	-	42.35	02936
108167	Col 1:16		τὰ			ὀ	T-NPN	-	-	-	92.24	03588
108168	Col 1:16		πάντα			πᾶς	A-NPN	all things	萬有	-	59.23	03956
108169	Col 1:16	¬	ἐν			ἐν	PREP	in	在上	-	83.13	01722
108170	Col 1:16		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
108171	Col 1:16		οὐρανοῖς			οὐρανός	N-DPM	heavens	天	-	1.11	03772
108172	Col 1:16		καὶ			καί	CONJ	and	-	-	89.92	02532
108173	Col 1:16		ἐπὶ			ἐπί	PREP	upon	在上	-	83.46	01909
108174	Col 1:16		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
108175	Col 1:16		γῆς	,		γῆ	N-GSF	earth	地	-	1.39	01093
108176	Col 1:16	¬	τὰ			ὀ	T-NPN	the	-	-	92.24	03588
108177	Col 1:16		ὁρατὰ			ὁρατός	A-NPN	visible	看得見	-	24.3	03707
108178	Col 1:16		καὶ			καί	CONJ	and	-	-	89.92	02532
108179	Col 1:16		τὰ			ὀ	T-NPN	the	-	-	92.24	03588
108180	Col 1:16		ἀόρατα	,		ἀόρατος	A-NPN	invisible	看不見	-	24.4	00517
108181	Col 1:16	¬	εἴτε			εἴτε	CONJ	whether	或是	-	89.69	01535
108182	Col 1:16		θρόνοι			θρόνος	N-NPM	thrones	王位	-	37.70|12.44	02362
108183	Col 1:16		εἴτε			εἴτε	CONJ	or	或是	-	89.69	01535
108184	Col 1:16		κυριότητες			κυριότης	N-NPF	dominions	統治	-	37.52	02963
108185	Col 1:16	¬	εἴτε			εἴτε	CONJ	or	或是	-	89.69	01535
108186	Col 1:16		ἀρχαὶ			ἀρχή	N-NPF	rulers	執政	-	12.44	00746
108187	Col 1:16		εἴτε			εἴτε	CONJ	or	或是	-	89.69	01535
108188	Col 1:16		ἐξουσίαι	·		ἐξουσία	N-NPF	authorities	掌權	-	12.44	01849
108189	Col 1:16	¬	τὰ			ὀ	T-NPN	-	-	-	92.24	03588
108190	Col 1:16		πάντα			πᾶς	A-NPN	all things	一切	-	59.23	03956
108191	Col 1:16		δι᾽			διά	PREP	through	藉著	-	90.4	01223
108192	Col 1:16		αὐτοῦ			αὐτός	P-GSM	Him	他	-	92.11	00846
108193	Col 1:16		καὶ			καί	CONJ	and	也	-	89.92	02532
108194	Col 1:16		εἰς			εἰς	PREP	unto	為了	-	90.41	01519
108195	Col 1:16		αὐτὸν			αὐτός	P-ASM	Him	他	-	92.11	00846
108196	Col 1:16		ἔκτισται	·		κτίζω	V-RPI-3S	have been created	被造了	-	42.35	02936
108197	Col 1:17	¬	Καὶ			καί	CONJ	And	-	-	91.1	02532
108198	Col 1:17		αὐτός			αὐτός	P-NSM	He	他	-	92.11	00846
108199	Col 1:17		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108200	Col 1:17		πρὸ			πρό	PREP	before	在之先	-	67.17	04253
108201	Col 1:17		πάντων			πᾶς	A-GPN	all things	萬有	-	59.23	03956
108202	Col 1:17	¬	καὶ			καί	CONJ	and	也	-	89.92	02532
108203	Col 1:17		τὰ			ὀ	T-NPN	-	-	-	92.24	03588
108204	Col 1:17		πάντα			πᾶς	A-NPN	all things	萬有	-	59.23	03956
108205	Col 1:17		ἐν			ἐν	PREP	in	靠	-	90.6	01722
108206	Col 1:17		αὐτῷ			αὐτός	P-DSM	Him	他	-	92.11	00846
108207	Col 1:17		συνέστηκεν	,		συνίστημι, συνιστάω	V-RAI-3S	hold together	存在	-	63.6	04921
108208	Col 1:18	¬	καὶ			καί	CONJ	And	-	-	91.1	02532
108209	Col 1:18		αὐτός			αὐτός	P-NSM	He	他	-	92.11	00846
108210	Col 1:18		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108211	Col 1:18		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
108212	Col 1:18		κεφαλὴ			κεφαλή	N-NSF	head	頭	-	8.1	02776
108213	Col 1:18		τοῦ			ὀ	T-GSN	of the	-	-	92.24	03588
108214	Col 1:18		σώματος			σῶμα	N-GSN	body	身體	-	11.34	04983
108215	Col 1:18		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
108216	Col 1:18		ἐκκλησίας	·		ἐκκλησία	N-GSF	church	教會	-	11.33	01577
108217	Col 1:18	¬	ὅς			ὅς	R-NSM	who	他	-	92.27	03739
108218	Col 1:18		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108219	Col 1:18		ἀρχή	,		ἀρχή	N-NSF	[the] beginning	元始	-	68.1	00746
108220	Col 1:18	¬	πρωτότοκος			πρωτότοκος	A-NSM	firstborn	首生者	-	10.43	04416
108221	Col 1:18		ἐκ			ἐκ	PREP	out from	從..中	-	84.4	01537
108222	Col 1:18		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
108223	Col 1:18		νεκρῶν	,		νεκρός	A-GPM	dead	死人	-	23.121	03498
108224	Col 1:18	¬	ἵνα			ἵνα	CONJ	so that	好讓	-	89.59	02443
108225	Col 1:18		γένηται			γίνομαι	V-AMS-3S	might be	他可以	-	13.48	01096
108226	Col 1:18		ἐν			ἐν	PREP	in	在中	-	83.9	01722
108227	Col 1:18		πᾶσιν			πᾶς	A-DPN	all things	萬有	-	59.23	03956
108228	Col 1:18		αὐτὸς			αὐτός	P-NSM	He	他	-	92.11	00846
108229	Col 1:18		πρωτεύων	,		πρωτεύω	V-PAP-NSM	holding preeminence	居首位	-	87.46	04409
108230	Col 1:19	¬	ὅτι			ὅτι	CONJ	because	因為	-	89.33	03754
108231	Col 1:19		ἐν			ἐν	PREP	in	在裡面	-	83.13	01722
108232	Col 1:19		αὐτῷ			αὐτός	P-DSM	Him	他	-	92.11	00846
108233	Col 1:19		εὐδόκησεν			εὐδοκέω	V-AAI-3S	was pleased	他樂意	-	30.97	02106
108234	Col 1:19		πᾶν			πᾶς	A-ASN	all	一切	-	59.23	03956
108235	Col 1:19		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
108236	Col 1:19		πλήρωμα			πλήρωμα	N-ASN	fullness	豐盛	-	59.32	04138
108237	Col 1:19		κατοικῆσαι			κατοικέω	V-AAN	to dwell	使住	-	85.69	02730
108238	Col 1:20	¬	καὶ			καί	CONJ	and	又	-	89.92	02532
108239	Col 1:20		δι᾽			διά	PREP	by	藉著	-	89.76	01223
108240	Col 1:20		αὐτοῦ			αὐτός	P-GSM	Him	他	-	92.11	00846
108241	Col 1:20		ἀποκαταλλάξαι			ἀποκαταλλάσσω	V-AAN	to reconcile	使和好	-	40.1	00604
108242	Col 1:20		τὰ			ὀ	T-APN	-	-	-	92.24	03588
108243	Col 1:20		πάντα			πᾶς	A-APN	all things	萬有	-	59.23	03956
108244	Col 1:20		εἰς			εἰς	PREP	to	與	-	90.59	01519
108245	Col 1:20		αὐτόν	,		αὐτός	P-ASM	Himself	自己	-	92.11	00846
108246	Col 1:20	¬	εἰρηνοποιήσας			εἰρηνοποιέω	V-AAP-NSM	having made peace	己經成就和平	-	40.4	01517
108247	Col 1:20		διὰ			διά	PREP	by	藉著	-	89.76	01223
108248	Col 1:20		τοῦ			ὀ	T-GSN	the	-	-	92.24	03588
108249	Col 1:20		αἵματος			αἷμα	N-GSN	blood	血	-	8.64	00129
108250	Col 1:20		τοῦ			ὀ	T-GSM	of the	-	-	92.24	03588
108251	Col 1:20		σταυροῦ			σταυρός	N-GSM	cross	在十字架上	-	6.27	04716
108252	Col 1:20		αὐτοῦ	,		αὐτός	P-GSM	of Him	他	-	92.11	00846
108253	Col 1:20	¬	δι᾽			διά	PREP	through	藉著	-	89.76	01223
108254	Col 1:20		αὐτοῦ			αὐτός	P-GSM	Him	他	-	92.11	00846
108255	Col 1:20		εἴτε			εἴτε	CONJ	whether	或是	-	89.69	01535
108256	Col 1:20		τὰ			ὀ	T-APN	the things	那	-	92.24	03588
108257	Col 1:20		ἐπὶ			ἐπί	PREP	on	上	-	83.46	01909
108258	Col 1:20		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
108259	Col 1:20		γῆς			γῆ	N-GSF	earth	地	-	1.39	01093
108260	Col 1:20	¬	εἴτε			εἴτε	CONJ	or	或是	-	89.69	01535
108261	Col 1:20		τὰ			ὀ	T-APN	the things	那	-	92.24	03588
108262	Col 1:20		ἐν			ἐν	PREP	in	上	-	83.13	01722
108263	Col 1:20		τοῖς			ὀ	T-DPM	the	-	-	92.24	03588
108264	Col 1:20		οὐρανοῖς	.	¶	οὐρανός	N-DPM	heavens	天	-	1.11	03772
108265	Col 1:21		Καὶ			καί	CONJ	And	-	-	89.92	02532
108266	Col 1:21		ὑμᾶς			σύ	P-2AP	you	你們	-	92.7	04771
108267	Col 1:21		ποτε			ποτέ	PRT	once	從前	-	67.9	04218
108268	Col 1:21		ὄντας			εἰμί	V-PAP-APM	being	是	-	13.1	01510
108269	Col 1:21		ἀπηλλοτριωμένους			ἀπαλλοτριόω	V-RPP-APM	alienated	被隔絕	-	11.75	00526
108270	Col 1:21		καὶ			καί	CONJ	and	-	-	89.92	02532
108271	Col 1:21		ἐχθροὺς			ἐχθρός	A-APM	hostile	仇敵	-	39.11	02190
108272	Col 1:21		τῇ			ὀ	T-DSF	-	在中	-	92.24	03588
108273	Col 1:21		διανοίᾳ			διάνοια	N-DSF	in mind	意念	-	30.5	01271
108274	Col 1:21		ἐν			ἐν	PREP	in	因	-	90.1	01722
108275	Col 1:21		τοῖς			ὀ	T-DPN	the	-	-	92.24	03588
108276	Col 1:21		ἔργοις			ἔργον	N-DPN	deeds	行為	-	42.42	02041
108277	Col 1:21		τοῖς			ὀ	T-DPN	-	-	-	92.24	03588
108278	Col 1:21		πονηροῖς	,		πονηρός	A-DPN	evil	邪惡	-	88.11	04190
108279	Col 1:22		νυνὶ			νυνί	ADV	now	如今	-	91.4	03570
108280	Col 1:22		δὲ			δέ	CONJ	however	但	-	91.4	01161
108281	Col 1:22		ἀποκατήλλαξεν			ἀποκαταλλάσσω	V-AAI-3S	He has reconciled [You]	已經使和好	-	40.1	00604
108282	Col 1:22		ἐν			ἐν	PREP	in	在上	-	90.1	01722
108283	Col 1:22		τῷ			ὀ	T-DSN	the	-	-	92.24	03588
108284	Col 1:22		σώματι			σῶμα	N-DSN	body	身體	-	8.1	04983
108285	Col 1:22		τῆς			ὀ	T-GSF	of the	-	-	92.24	03588
108286	Col 1:22		σαρκὸς			σάρξ	N-GSF	flesh	肉體	-	8.63	04561
108287	Col 1:22		αὐτοῦ			αὐτός	P-GSM	of Him	他	-	92.11	00846
108288	Col 1:22		διὰ			διά	PREP	through	藉著	-	90.8	01223
108289	Col 1:22		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108290	Col 1:22		θανάτου			θάνατος	N-GSM	death	死	-	23.99	02288
108291	Col 1:22		παραστῆσαι			παρίστημι	V-AAN	to present	獻上	-	13.11	03936
108292	Col 1:22		ὑμᾶς			σύ	P-2AP	you	你們	-	92.7	04771
108293	Col 1:22		ἁγίους			ἅγιος	A-APM	holy	聖潔	-	88.24	00040
108294	Col 1:22		καὶ			καί	CONJ	and	-	-	89.92	02532
108295	Col 1:22		ἀμώμους			ἄμωμος	A-APM	unblemished	沒有瑕疵	-	79.61	00299
108296	Col 1:22		καὶ			καί	CONJ	and	-	-	89.92	02532
108297	Col 1:22		ἀνεγκλήτους			ἀνέγκλητος	A-APM	blameless	無可指責	-	33.433	00410
108298	Col 1:22		κατενώπιον			κατενώπιον	PREP	before	在面前	-	90.2	02714
108299	Col 1:22		αὐτοῦ	,		αὐτός	P-GSM	Him	他	-	92.11	00846
108300	Col 1:23		εἴ			εἰ	CONJ	if	若	-	89.65	01487
108301	Col 1:23		γε			γέ	PRT	indeed	真是	-	91.6	01065
108302	Col 1:23		ἐπιμένετε			ἐπιμένω	V-PAI-2P	you continue	你們要持守	-	68.11	01961
108303	Col 1:23		τῇ			ὀ	T-DSF	-	-	-	92.24	03588
108304	Col 1:23		πίστει			πίστις	N-DSF	in the faith	信仰	-	31.102	04102
108305	Col 1:23		τεθεμελιωμένοι			θεμελιόω	V-RPP-NPM	established	立根基	-	31.94	02311
108306	Col 1:23		καὶ			καί	CONJ	and	-	-	89.92	02532
108307	Col 1:23		ἑδραῖοι			ἑδραῖος	A-NPM	firm	堅定不移	-	31.92	01476
108308	Col 1:23		καὶ			καί	CONJ	and	-	-	89.92	02532
108309	Col 1:23		μὴ			μή	PRT-N	not	不	-	69.3	03361
108310	Col 1:23		μετακινούμενοι			μετακινέω	V-PPP-NPM	being moved away	被動搖	-	13.42	03334
108311	Col 1:23		ἀπὸ			ἀπό	PREP	from	離開	-	89.122	00575
108312	Col 1:23		τῆς			ὀ	T-GSF	the	-	-	92.24	03588
108313	Col 1:23		ἐλπίδος			ἐλπίς	N-GSF	hope	盼望	-	25.59	01680
108314	Col 1:23		τοῦ			ὀ	T-GSN	of the	-	-	92.24	03588
108315	Col 1:23		εὐαγγελίου			εὐαγγέλιον	N-GSN	gospel	福音	-	33.217	02098
108316	Col 1:23		οὗ			ὅς	R-GSN	that	所	-	92.27	03739
108317	Col 1:23		ἠκούσατε	,		ἀκούω	V-AAI-2P	you have heard	你們聽見	-	24.52	00191
108318	Col 1:23		τοῦ			ὀ	T-GSN	-	-	-	92.24	03588
108319	Col 1:23		κηρυχθέντος			κηρύσσω	V-APP-GSN	having been proclaimed	被傳	-	33.256	02784
108320	Col 1:23		ἐν			ἐν	PREP	in	給	-	83.9	01722
108321	Col 1:23		πάσῃ			πᾶς	A-DSF	all	一切	-	59.23	03956
108322	Col 1:23		κτίσει			κτίσις	N-DSF	creation	受造之物	-	42.38	02937
108323	Col 1:23		τῇ			ὀ	T-DSF	-	-	-	92.24	03588
108324	Col 1:23		ὑπὸ			ὑπό	PREP	under	下	-	1.43	05259
108325	Col 1:23		τὸν			ὀ	T-ASM	-	-	-	92.24	03588
108326	Col 1:23		οὐρανόν	,		οὐρανός	N-ASM	heaven	天	-	1.43	03772
108327	Col 1:23		οὗ			ὅς	R-GSN	of which	它	-	92.27	03739
108328	Col 1:23		ἐγενόμην			γίνομαι	V-AMI-1S	have become	成為了	-	13.3	01096
108329	Col 1:23		ἐγὼ			ἐγώ	P-1NS	I	我	-	92.1	01473
108330	Col 1:23		Παῦλος			Παῦλος	N-NSM	Paul	保羅	-	93.294	03972
108331	Col 1:23		διάκονος	.	¶	διάκονος	N-NSM	a minister	僕人	-	35.2	01249
108332	Col 1:24		Νῦν			νῦν	ADV	Now	現在	-	67.38	03568
108333	Col 1:24		χαίρω			χαίρω	V-PAI-1S	I rejoice	我歡喜	-	25.125	05463
108334	Col 1:24		ἐν			ἐν	PREP	in	受	-	89.26	01722
108335	Col 1:24		τοῖς			ὀ	T-DPN	the	-	-	92.24	03588
108336	Col 1:24		παθήμασιν			πάθημα	N-DPN	sufferings	苦難	-	24.78	03804
108337	Col 1:24		ὑπὲρ			ὑπέρ	PREP	for	為	-	90.36	05228
108338	Col 1:24		ὑμῶν			σύ	P-2GP	you	你們	-	92.7	04771
108339	Col 1:24		καὶ			καί	CONJ	and	並且	-	89.92	02532
108340	Col 1:24		ἀνταναπληρῶ			ἀνταναπληρόω	V-PAI-1S	I am filling up	我補滿	-	59.34	00466
108341	Col 1:24		τὰ			ὀ	T-APN	that which	-	-	92.24	03588
108342	Col 1:24		ὑστερήματα			ὑστέρημα	N-APN	is lacking	未盡	-	57.38	05303
108343	Col 1:24		τῶν			ὀ	T-GPF	of the	-	-	92.24	03588
108344	Col 1:24		θλίψεων			θλῖψις	N-GPF	tribulations	苦難	-	22.2	02347
108345	Col 1:24		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108346	Col 1:24		Χριστοῦ			Χριστός	N-GSM	of Christ	基督	-	93.387	05547
108347	Col 1:24		ἐν			ἐν	PREP	in	在上	-	83.13	01722
108348	Col 1:24		τῇ			ὀ	T-DSF	the	-	-	92.24	03588
108349	Col 1:24		σαρκί			σάρξ	N-DSF	flesh	肉身	-	8.4	04561
108350	Col 1:24		μου			ἐγώ	P-1GS	of me	我	-	92.1	01473
108351	Col 1:24		ὑπὲρ			ὑπέρ	PREP	for	為	-	90.36	05228
108352	Col 1:24		τοῦ			ὀ	T-GSN	the	-	-	92.24	03588
108353	Col 1:24		σώματος			σῶμα	N-GSN	body	身體	-	11.34	04983
108354	Col 1:24		αὐτοῦ	,		αὐτός	P-GSM	of Him	他	-	92.11	00846
108355	Col 1:24		ὅ			ὅς	R-NSN	which	就	-	92.27	03739
108356	Col 1:24		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108357	Col 1:24		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
108358	Col 1:24		ἐκκλησία	,		ἐκκλησία	N-NSF	church	教會	-	11.33	01577
108359	Col 1:25		ἧς			ὅς	R-GSF	of which	它	-	92.27	03739
108360	Col 1:25		ἐγενόμην			γίνομαι	V-AMI-1S	became	成為了	-	13.3	01096
108361	Col 1:25		ἐγὼ			ἐγώ	P-1NS	I	我	-	92.1	01473
108362	Col 1:25		διάκονος			διάκονος	N-NSM	a minister	僕人	-	35.2	01249
108363	Col 1:25		κατὰ			κατά	PREP	according to	按照	-	89.8	02596
108364	Col 1:25		τὴν			ὀ	T-ASF	the	-	-	92.24	03588
108365	Col 1:25		οἰκονομίαν			οἰκονομία	N-ASF	administration	職分	-	30.68	03622
108366	Col 1:25		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108367	Col 1:25		Θεοῦ			θεός	N-GSM	of God	上帝	-	12.1	02316
108368	Col 1:25		τὴν			ὀ	T-ASF	-	-	-	92.24	03588
108369	Col 1:25		δοθεῖσάν			δίδωμι	V-APP-ASF	having been given	所賜	-	57.71	01325
108370	Col 1:25		μοι			ἐγώ	P-1DS	me	給我	-	92.1	01473
108371	Col 1:25		εἰς			εἰς	PREP	toward	為	-	89.57	01519
108372	Col 1:25		ὑμᾶς			σύ	P-2AP	you	你們	-	92.7	04771
108373	Col 1:25		πληρῶσαι			πληρόω	V-AAN	to complete	是要傳得完滿	-	33.199	04137
108374	Col 1:25		τὸν			ὀ	T-ASM	the	-	-	92.24	03588
108375	Col 1:25		λόγον			λόγος	N-ASM	word	道	-	33.98	03056
108376	Col 1:25		τοῦ			ὀ	T-GSM	-	-	-	92.24	03588
108377	Col 1:25		Θεοῦ	,		θεός	N-GSM	of God	上帝	-	12.1	02316
108378	Col 1:26		τὸ			ὀ	T-ASN	the	-	-	92.24	03588
108379	Col 1:26		μυστήριον			μυστήριον	N-ASN	mystery	奧秘	-	28.77	03466
108380	Col 1:26		τὸ			ὀ	T-ASN	-	-	-	92.24	03588
108381	Col 1:26		ἀποκεκρυμμένον			ἀποκρύπτω	V-RPP-ASN	having been hidden	被隱藏	-	28.8	00613
108382	Col 1:26		ἀπὸ			ἀπό	PREP	from	-	-	67.133	00575
108383	Col 1:26		τῶν			ὀ	T-GPM	the	-	-	92.24	03588
108384	Col 1:26		αἰώνων			αἰών	N-GPM	ages	歷世	-	67.133	00165
108385	Col 1:26		καὶ			καί	CONJ	and	-	-	89.92	02532
108386	Col 1:26		ἀπὸ			ἀπό	PREP	from	-	-	67.133	00575
108387	Col 1:26		τῶν			ὀ	T-GPF	the	-	-	92.24	03588
108388	Col 1:26		γενεῶν	—		γενεά	N-GPF	generations	歷代	-	67.144	01074
108389	Col 1:26		νῦν			νῦν	ADV	now	如今	-	67.38	03568
108390	Col 1:26		δὲ			δέ	CONJ	however	但	-	89.124	01161
108391	Col 1:26		ἐφανερώθη			φανερόω	V-API-3S	having been manifested	顯明了	-	28.36	05319
108392	Col 1:26		τοῖς			ὀ	T-DPM	to the	向	-	92.24	03588
108393	Col 1:26		ἁγίοις			ἅγιος	A-DPM	saints	聖徒	-	11.27	00040
108394	Col 1:26		αὐτοῦ	,		αὐτός	P-GSM	of Him	他	-	92.11	00846
108395	Col 1:27		οἷς			ὅς	R-DPM	to whom	他們	-	92.27	03739
108396	Col 1:27		ἠθέλησεν			θέλω	V-AAI-3S	has willed	願意	-	30.58	02309
108397	Col 1:27		ὁ			ὀ	T-NSM	-	-	-	92.24	03588
108398	Col 1:27		Θεὸς			θεός	N-NSM	God	上帝	-	12.1	02316
108399	Col 1:27		γνωρίσαι			γνωρίζω	V-AAN	to make known	讓知道	-	28.26	01107
108400	Col 1:27		τί			τίς	I-NSN	what [is]	多麼	-	92.14	05101
108401	Col 1:27		τὸ			ὀ	T-NSN	the	-	-	92.24	03588
108402	Col 1:27		πλοῦτος			πλοῦτος	N-NSN	riches	豐盛	-	57.3	04149
108403	Col 1:27		τῆς			ὀ	T-GSF	of the	-	-	92.24	03588
108404	Col 1:27		δόξης			δόξα	N-GSF	glory	榮耀	-	79.18	01391
108405	Col 1:27		τοῦ			ὀ	T-GSN	of the	-	-	92.24	03588
108406	Col 1:27		μυστηρίου			μυστήριον	N-GSN	mystery	奧秘	-	28.77	03466
108407	Col 1:27		τούτου			οὗτος	D-GSN	this	這	-	92.29	03778
108408	Col 1:27		ἐν			ἐν	PREP	among	在中	-	83.9	01722
108409	Col 1:27		τοῖς			ὀ	T-DPN	the	-	-	92.24	03588
108410	Col 1:27		ἔθνεσιν	,		ἔθνος	N-DPN	Gentiles	外邦人	-	11.37	01484
108411	Col 1:27		ὅ			ὅς	R-NSN	which	就	-	92.27	03739
108412	Col 1:27		ἐστιν			εἰμί	V-PAI-3S	is	是	-	13.1	01510
108413	Col 1:27		Χριστὸς			Χριστός	N-NSM	Christ	基督	-	93.387	05547
108414	Col 1:27		ἐν			ἐν	PREP	in	在裡面	-	83.13	01722
108415	Col 1:27		ὑμῖν	,		σύ	P-2DP	you	你們	-	92.7	04771
108416	Col 1:27		ἡ			ὀ	T-NSF	the	-	-	92.24	03588
108417	Col 1:27		ἐλπὶς			ἐλπίς	N-NSF	hope	盼望	-	25.59	01680
108418	Col 1:27		τῆς			ὀ	T-GSF	-	-	-	92.24	03588
108419	Col 1:27		δόξης	·		δόξα	N-GSF	of glory	榮耀	-	79.18	01391
108420	Col 1:28		ὃν			ὅς	R-ASM	whom	他	-	92.27	03739
108421	Col 1:28		ἡμεῖς			ἐγώ	P-1NP	we	我們	-	92.1	01473
108422	Col 1:28		καταγγέλλομεν			καταγγέλλω	V-PAI-1P	preach	傳揚	-	33.204	02605
108423	Col 1:28		νουθετοῦντες			νουθετέω	V-PAP-NPM	admonishing	勸戒	-	33.424	03560
108424	Col 1:28		πάντα			πᾶς	A-ASM	every	各	-	59.23	03956
108425	Col 1:28		ἄνθρωπον			ἄνθρωπος	N-ASM	man	人	-	9.1	00444
108426	Col 1:28		καὶ			καί	CONJ	and	-	-	89.92	02532
108427	Col 1:28		διδάσκοντες			διδάσκω	V-PAP-NPM	teaching	教導	-	33.224	01321
