OGNTsort	OGNTa	RMAC
051793	ἐδέξαντο	V-ADI-3P
051855	ἰάσηται	V-ADS-3S
051893	Πορεύου	V-PNM-2S
051909	ἐπορεύετο	V-INI-3S
052017	κατέκειτο	V-INI-3S
052042	κατακείμενον	V-PNP-ASM
052055	Ἀπεκρίθη	V-ADI-3S
052076	ἔρχομαι	V-PNI-1S
052131	ἀπεκρίθη	V-ADI-3S
052227	ἀπεκρίνατο	V-ADI-3S
052234	ἐργάζεται	V-PNI-3S
052236	ἐργάζομαι	V-PNI-1S
052264	Ἀπεκρίνατο	V-ADI-3S
052276	δύναται	V-PNI-3S
052395	ἔρχεται	V-PNI-3S
052409	ἔρχεται	V-PNI-3S
052459	ἔρχεται	V-PNI-3S
052473	ἐκπορεύσονται	V-FDI-3P
052490	δύναμαι	V-PNI-1S
052580	ἀγαλλιαθῆναι	V-AON
052719	λήμψεσθε	V-FDI-2P
052721	δύνασθε	V-PNI-2P
052814	ἐκάθητο	V-INI-3S
052835	θεασάμενος	V-ADP-NSM
052839	ἔρχεται	V-PNI-3S
052862	Ἀπεκρίθη	V-ADI-3S
052938	ἀνακειμένοις	V-PNP-DPM
052993	ἐρχόμενος	V-PNP-NSM
053002	ἔρχεσθαι	V-PNN
053031	ἤρχοντο	V-INI-3P
053074	γινόμενον	V-PNP-ASM
053076	ἐφοβήθησαν	V-AOI-3P
053084	φοβεῖσθε	V-PNM-2P
053193	Ἀπεκρίθη	V-ADI-3S
053217	ἐργάζεσθε	V-PNM-2P
053252	ἐργαζώμεθα	V-PNS-1P
053257	Ἀπεκρίθη	V-ADI-3S
053289	ἐργάζῃ	V-PNI-2S
053378	ἐρχόμενος	V-PNP-NSM
053414	ἐρχόμενον	V-PNP-ASM
053534	Ἀπεκρίθη	V-ADI-3S
053544	δύναται	V-PNI-3S
053570	ἔσονται	V-FDI-3P
053582	ἔρχεται	V-PNI-3S
053683	Ἐμάχοντο	V-INI-3P
053691	δύναται	V-PNI-3S
053840	δύναται	V-PNI-3S
053927	δύναται	V-PNI-3S
053966	Ἀπεκρίθη	V-ADI-3S
053973	ἀπελευσόμεθα	V-FDI-1P
053990	Ἀπεκρίθη	V-ADI-3S
054124	δύναται	V-PNI-3S
054258	Ἀπεκρίθη	V-ADI-3S
054282	γνώσεται	V-FDI-3S
054339	Ἀπεκρίθη	V-ADI-3S
054348	Ἀπεκρίθη	V-ADI-3S
054450	ἔρχηται	V-PNS-3S
054582	δύνασθε	V-PNI-2P
054593	πορεύεσθαι	V-PNN
054606	πορεύεσθαι	V-PNN
054630	δύνασθε	V-PNI-2P
054650	ἐρχέσθω	V-PNM-3S
054722	ἔρχεται	V-PNI-3S
054740	ἔρχεται	V-PNI-3S
054783	Ἀπεκρίθησαν	V-ADI-3P
054790	Ἀπεκρίθησαν	V-ADI-3P
054853	Ἀπεκρίθησαν	V-ADI-3P
054875	ἐπορεύθησαν	V-AOI-3P
054883	ἐπορεύθη	V-AOI-3S
054939	ἐνετείλατο	V-ADI-3S
054994	ἐξήρχοντο	V-INI-3P
055036	πορεύου	V-PNM-2S
055086	Ἀπεκρίθη	V-ADI-3S
055113	ἔρχομαι	V-PNI-1S
055185	Ἀπεκρίθη	V-ADI-3S
055238	ἀποθανεῖσθε	V-FDI-2P
055244	δύνασθε	V-PNI-2P
055260	δύνασθε	V-PNI-2P
055292	ἀποθανεῖσθε	V-FDI-2P
055304	ἀποθανεῖσθε	V-FDI-2P
055368	γνώσεσθε	V-FDI-2P
055432	γνώσεσθε	V-FDI-2P
055440	Ἀπεκρίθησαν	V-ADI-3P
055455	γενήσεσθε	V-FDI-2P
055456	Ἀπεκρίθη	V-ADI-3S
055499	ἔσεσθε	V-FDI-2P
055534	Ἀπεκρίθησαν	V-ADI-3P
055637	δύνασθε	V-PNI-2P
055736	Ἀπεκρίθησαν	V-ADI-3P
055753	Ἀπεκρίθη	V-ADI-3S
055823	γεύσηται	V-ADS-3S
055845	Ἀπεκρίθη	V-ADI-3S
055884	ἔσομαι	V-FDI-1S
055900	ἠγαλλιάσατο	V-ADI-3S
055976	Ἀπεκρίθη	V-ADI-3S
055996	ἐργάζεσθαι	V-PNN
056005	ἔρχεται	V-PNI-3S
056009	δύναται	V-PNI-3S
056010	ἐργάζεσθαι	V-PNN
056075	καθήμενος	V-PNP-NSM
056104	Ἀπεκρίθη	V-ADI-3S
056211	δύναται	V-PNI-3S
056282	Ἀπεκρίθησαν	V-ADI-3P
056329	ἐφοβοῦντο	V-INI-3P
056380	Ἀπεκρίθη	V-ADI-3S
056406	Ἀπεκρίθη	V-ADI-3S
056453	Ἀπεκρίθη	V-ADI-3S
056513	ἠδύνατο	V-INI-3S
056516	Ἀπεκρίθησαν	V-ADI-3P
056550	Ἀπεκρίθη	V-ADI-3S
056649	εἰσερχόμενος	V-PNP-NSM
056668	εἰσερχόμενος	V-PNP-NSM
056704	πορεύεται	V-PNI-3S
056721	φεύξονται	V-FDI-3P
056789	εἰσελεύσεται	V-FDI-3S
056791	ἐξελεύσεται	V-FDI-3S
056798	ἔρχεται	V-PNI-3S
056847	ἐρχόμενον	V-PNP-ASM
056924	γενήσονται	V-FDI-3P
056992	μαίνεται	V-PNI-3S
057003	δαιμονιζομένου	V-PNP-GSM
057006	δύναται	V-PNI-3S
057053	Ἀπεκρίθη	V-ADI-3S
057135	δύναται	V-PNI-3S
057156	ἀπεκρίθη	V-ADI-3S
057174	Ἀπεκρίθησαν	V-ADI-3P
057195	Ἀπεκρίθη	V-ADI-3S
057224	δύναται	V-PNI-3S
057466	Ἀπεκρίθη	V-ADI-3S
057517	πορεύομαι	V-PNI-1S
057622	παραμυθήσωνται	V-ADS-3P
057634	ἔρχεται	V-PNI-3S
057642	ἐκαθέζετο	V-INI-3S
057713	ζήσεται	V-FDI-3S
057749	ἐρχόμενος	V-PNP-NSM
057775	ἤρχετο	V-INI-3S
057808	παραμυθούμενοι	V-PNP-NPM
057868	ἐνεβριμήσατο	V-ADI-3S
057882	ἔρχου	V-PNM-2S
057902	ἐδύνατο	V-INI-3S
057919	ἐμβριμώμενος	V-PNP-NSM
057922	ἔρχεται	V-PNI-3S
057931	ἐπέκειτο	V-INI-3S
057963	ὄψῃ	V-FDI-2S
058053	θεασάμενοι	V-ADP-NPM
058101	ἐλεύσονται	V-FDI-3P
058131	λογίζεσθε	V-PNI-2P
058191	ἐβουλεύσαντο	V-ADI-3P
058318	ἀνακειμένων	V-PNP-GPM
058454	ἐβουλεύσαντο	V-ADI-3P
058487	ἔρχεται	V-PNI-3S
058507	ἐρχόμενος	V-PNP-NSM
058528	φοβοῦ	V-PNM-2S
058535	ἔρχεται	V-PNI-3S
058536	καθήμενος	V-PNP-NSM
058645	ἔρχεται	V-PNI-3S
058652	ἔρχεται	V-PNI-3S
058663	ἀποκρίνεται	V-PNI-3S
058737	ἔσται	V-FDI-3S
058800	Ἀπεκρίθη	V-ADI-3S
058846	Ἀπεκρίθη	V-ADI-3S
058969	ἠδύναντο	V-INI-3P
058996	ἰάσομαι	V-FDI-1S
059211	γινομένου	V-PNP-GSN
059265	ἤρξατο	V-ADI-3S
059278	Ἔρχεται	V-PNI-3S
059291	Ἀπεκρίθη	V-ADI-3S
059303	γνώσῃ	V-FDI-2S
059319	Ἀπεκρίθη	V-ADI-3S
059564	ἀνακείμενος	V-PNP-NSM
059605	Ἀποκρίνεται	V-PNI-3S
059652	ἀνακειμένων	V-PNP-GPM
059746	δύνασθε	V-PNI-2P
059769	γνώσονται	V-FDI-3P
059787	Ἀπεκρίθη	V-ADI-3S
059793	δύνασαί	V-PNI-2S
059808	δύναμαί	V-PNI-1S
059818	Ἀποκρίνεται	V-PNI-3S
059836	ἀρνήσῃ	V-FDI-2S
059868	πορεύομαι	V-PNI-1S
059874	πορευθῶ	V-AOS-1S
059880	ἔρχομαι	V-PNI-1S
059882	παραλήμψομαι	V-FDI-1S
059909	δυνάμεθα	V-PNI-1P
059928	ἔρχεται	V-PNI-3S
059943	γνώσεσθε	V-FDI-2P
060067	πορεύομαι	V-PNI-1S
060128	δύναται	V-PNI-3S
060146	ἔσται	V-FDI-3S
060151	ἔρχομαι	V-PNI-1S
060176	γνώσεσθε	V-FDI-2P
060239	Ἀπεκρίθη	V-ADI-3S
060261	ἐλευσόμεθα	V-FDI-1P
060266	ποιησόμεθα	V-FDI-1P
060352	ἔρχομαι	V-PNI-1S
060361	πορεύομαι	V-PNI-1S
060386	ἔρχεται	V-PNI-3S
060409	ἐνετείλατο	V-ADI-3S
060471	δύναται	V-PNI-3S
060512	δύνασθε	V-PNI-2P
060554	γενήσεται	V-FDI-3S
060659	ἐντέλλομαι	V-PNI-1S
060725	ἐντέλλομαι	V-PNI-1S
060903	ἐκπορεύεται	V-PNI-3S
060928	ἔρχεται	V-PNI-3S
061021	ἐλεύσεται	V-FDI-3S
061026	πορευθῶ	V-AOS-1S
061082	δύνασθε	V-PNI-2P
061110	ἐρχόμενα	V-PNP-APN
061120	λήμψεται	V-FDI-3S
061151	ὄψεσθέ	V-FDI-2P
061176	ὄψεσθέ	V-FDI-2P
061223	ὄψεσθέ	V-FDI-2P
061246	γενήσεται	V-FDI-3S
061285	ὄψομαι	V-FDI-1S
061335	λήμψεσθε	V-FDI-2P
061347	ἔρχεται	V-PNI-3S
061414	πορεύομαι	V-PNI-1S
061451	Ἀπεκρίθη	V-ADI-3S
061457	ἔρχεται	V-PNI-3S
061692	ἔρχομαι	V-PNI-1S
061744	ἔρχομαι	V-PNI-1S
062054	ἔρχεται	V-PNI-3S
062067	ἐρχόμενα	V-PNP-APN
062076	Ἀπεκρίθησαν	V-ADI-3P
062119	Ἀπεκρίθη	V-ADI-3S
062332	ἐθερμαίνοντο	V-INI-3P
062358	Ἀπεκρίθη	V-ADI-3S
062379	συνέρχονται	V-PNI-3P
062414	ἀποκρίνῃ	V-PNI-2S
062417	Ἀπεκρίθη	V-ADI-3S
062461	Ἠρνήσατο	V-ADI-3S
062492	ἠρνήσατο	V-ADI-3S
062541	Ἀπεκρίθησαν	V-ADI-3P
062614	Ἀπεκρίθη	V-ADI-3S
062627	Ἀπεκρίθη	V-ADI-3S
062646	Ἀπεκρίθη	V-ADI-3S
062672	ἠγωνίζοντο	V-INI-3P
062697	Ἀπεκρίθη	V-ADI-3S
062765	βούλεσθε	V-PNI-2P
062813	ἤρχοντο	V-INI-3P
062897	Ἀπεκρίθησαν	V-ADI-3P
062924	ἐφοβήθη	V-AOI-3S
062965	Ἀπεκρίθη	V-ADI-3S
063071	Ἀπεκρίθησαν	V-ADI-3P
063189	Ἀπεκρίθη	V-ADI-3S
063239	ἔσται	V-FDI-3S
063343	ἔκειτο	V-INI-3S
063491	Ὄψονται	V-FDI-3P
063614	ἔρχεται	V-PNI-3S
063633	ἔρχεται	V-PNI-3S
063670	ἤρχοντο	V-INI-3P
063696	κείμενα	V-PNP-APN
063702	Ἔρχεται	V-PNI-3S
063718	κείμενα	V-PNP-APN
063732	κείμενον	V-PNP-ASN
063795	καθεζομένους	V-PNP-APM
063806	ἔκειτο	V-INI-3S
063902	πορεύου	V-PNM-2S
063925	Ἔρχεται	V-PNI-3S
064105	ἔρχεται	V-PNI-3S
064147	γίνου	V-PNM-2S
064151	Ἀπεκρίθη	V-ADI-3S
064273	Ἐρχόμεθα	V-PNI-1P
064318	Ἀπεκρίθησαν	V-ADI-3P
064414	κειμένην	V-PNP-ASF
064417	ἐπικείμενον	V-PNP-ASN
064476	ἔρχεται	V-PNI-3S
064685	ἔρχομαι	V-PNI-1S
064721	ἔρχομαι	V-PNI-1S
064761	οἶμαι	V-PNI-1S
064778	ἤρξατο	V-ADI-3S
064788	ἐντειλάμενος	V-ANP-NSM
064812	ὀπτανόμενος	V-PNP-NSM
064823	συναλιζόμενος	V-PNP-NSM
064893	λήμψεσθε	V-FDI-2P
064902	ἔσεσθέ	V-FDI-2P
064941	πορευομένου	V-PNP-GSM
064974	ἐλεύσεται	V-FDI-3S
064977	ἐθεάσασθε	V-ADI-2P
064979	πορευόμενον	V-PNP-ASM
065112	ἐκτήσατο	V-ADI-3S
065155	Γενηθήτω	V-AOM-3S
065225	προσευξάμενοι	V-ADP-NPM
065251	πορευθῆναι	V-AON
065305	καθήμενοι	V-PNP-NPM
065325	ἤρξαντο	V-ADI-3P
065333	ἀποφθέγγεσθαι	V-PNN
065479	ἀπεφθέγξατο	V-ADI-3S
065493	ἐνωτίσασθε	V-ADM-2P
065520	ἔσται	V-FDI-3S
065550	ὄψονται	V-FDI-3P
065617	ἔσται	V-FDI-3S
065717	ἠγαλλιάσατο	V-ADI-3S
065875	Κάθου	V-PNM-2S
065949	λήμψεσθε	V-FDI-2P
065971	προσκαλέσηται	V-ADS-3S
065980	διεμαρτύρατο	V-ADI-3S
065995	ἀποδεξάμενοι	V-ADP-NPM
066026	Ἐγίνετο	V-INI-3S
066039	ἐγίνετο	V-INI-3S
066151	εἰσπορευομένων	V-PNP-GPM
066232	ἐξαλλόμενος	V-PNP-NSM
066245	ἁλλόμενος	V-PNP-NSM
066271	καθήμενος	V-PNP-NSM
066312	ἀπεκρίνατο	V-ADI-3S
066361	ἠρνήσασθε	V-ADI-2P
066374	ἠρνήσασθε	V-ADI-2P
066486	δέξασθαι	V-ADN
066521	ἀκούσεσθε	V-FDI-2P
066529	ἔσται	V-FDI-3S
066630	διαπονούμενοι	V-PNP-NPM
066718	ἐπυνθάνοντο	V-INI-3P
066895	δυνάμεθα	V-PNI-1P
066896	ἀρνεῖσθαι	V-PNN
066923	φθέγγεσθαι	V-PNN
066936	ἀποκριθέντες	V-AOP-NPM
066954	δυνάμεθα	V-PNI-1P
067155	γίνεσθαι	V-PNN
067165	δεηθέντων	V-AOP-GPM
067343	ψεύσασθαί	V-ADN
067378	ἐψεύσω	V-ADI-2S
067424	ἀπεκρίθη	V-ADI-3S
067511	ἐγίνετο	V-INI-3S
067565	ἐρχομένου	V-PNP-GSM
067573	συνήρχετο	V-INI-3S
067635	Πορεύεσθε	V-PNM-2P
067776	ἐφοβοῦντο	V-INI-3P
067814	βούλεσθε	V-PNI-2P
067823	Ἀποκριθεὶς	V-AOP-NSM
067891	ἐβούλοντο	V-INI-3P
068014	δυνήσεσθε	V-FDI-2P
068025	προσκαλεσάμενοι	V-ADP-NPM
068042	ἐπορεύοντο	V-INI-3P
068096	Προσκαλεσάμενοι	V-ADP-NPM
068116	ἐπισκέψασθε	V-ADM-2P
068181	προσευξάμενοι	V-ADP-NPM
068339	καθεζόμενοι	V-PNP-NPM
068445	ἐπηγγείλατο	V-ADI-3S
068467	ἔσται	V-FDI-3S
068496	ἐξελεύσονται	V-FDI-3P
068566	ἡγούμενον	V-PNP-ASM
068662	ὠνήσατο	V-ADI-3S
068705	κατασοφισάμενος	V-ADP-NSM
068782	ἐπισκέψασθαι	V-ADN
068793	ἠμύνατο	V-ADI-3S
068827	μαχομένοις	V-PNP-DPM
068845	ἀπώσατο	V-ADI-3S
068908	προσερχομένου	V-PNP-GSM
068985	ἠρνήσαντο	V-ADI-3P
069075	ἐδέξατο	V-ADI-3S
069089	ἀπώσαντο	V-ADI-3P
069105	προπορεύσονται	V-FDI-3P
069223	διαδεξάμενοι	V-ADP-NPM
069450	δέξαι	V-ADM-2S
069520	ἐλυμαίνετο	V-INI-3S
069526	εἰσπορευόμενος	V-PNP-NSM
069584	ἐξήρχοντο	V-INI-3P
069687	γινομένας	V-PNP-APF
069696	δέδεκται	V-RNI-3S
069711	προσηύξαντο	V-ADI-3P
069799	κτᾶσθαι	V-PNN
069828	δεήθητι	V-AOM-2S
069850	Ἀποκριθεὶς	V-AOP-NSM
069855	Δεήθητε	V-AOM-2P
069872	διαμαρτυράμενοι	V-ADP-NPM
069897	πορεύου	V-PNM-2S
069914	ἐπορεύθη	V-AOI-3S
069940	καθήμενος	V-PNP-NSM
069985	δυναίμην	V-PNO-1S
070039	διηγήσεται	V-FDI-3S
070048	Ἀποκριθεὶς	V-AOP-NSM
070055	Δέομαί	V-PNI-1S
070088	ἐπορεύοντο	V-INI-3P
070144	ἐπορεύετο	V-INI-3S
070156	διερχόμενος	V-PNP-NSM
070210	πορεύεσθαι	V-PNN
070340	πορεύθητι	V-AOM-2S
070357	προσεύχεται	V-PNI-3S
070373	Ἀπεκρίθη	V-ADI-3S
070412	Πορεύου	V-PNM-2S
070473	ἤρχου	V-INI-2S
070624	ἐφοβοῦντο	V-INI-3P
070640	διηγήσατο	V-ADI-3S
070657	ἐπαρρησιάσατο	V-ADI-3S
070667	εἰσπορευόμενος	V-PNP-NSM
070669	ἐκπορευόμενος	V-PNP-NSM
070672	παρρησιαζόμενος	V-PNP-NSM
070719	πορευομένη	V-PNP-NSF
070734	διερχόμενον	V-PNP-ASM
070755	κατακείμενον	V-PNP-ASM
070767	ἰᾶταί	V-PNI-3S
070894	προσηύξατο	V-ADI-3S
070969	φοβούμενος	V-PNP-NSM
070983	δεόμενος	V-PNP-NSM
071078	ἐξηγησάμενος	V-ADP-NSM
071100	προσεύξασθαι	V-ADN
071109	γεύσασθαι	V-ADN
071232	ἐπυνθάνοντο	V-INI-3P
071243	διενθυμουμένου	V-PNP-GSM
071260	πορεύου	V-PNM-2S
071295	φοβούμενος	V-PNP-NSM
071321	Εἰσκαλεσάμενος	V-ADP-NSM
071403	ἐπίστασθε	V-PNI-2P
071411	προσέρχεσθαι	V-PNN
071428	πυνθάνομαι	V-PNI-1S
071448	προσευχόμενος	V-PNP-NSM
071541	φοβούμενος	V-PNP-NSM
071544	ἐργαζόμενος	V-PNP-NSM
071601	ἰώμενος	V-PNP-NSM
071678	διαμαρτύρασθαι	V-ADN
071757	ἀπεκρίθη	V-ADI-3S
071762	δύναται	V-PNI-3S
071809	ἐδέξαντο	V-ADI-3P
071848	προσευχόμενος	V-PNP-NSM
071916	Ἀπεκρίθη	V-ADI-3S
072282	ἔσεσθαι	V-FDN
072374	βουλόμενος	V-PNP-NSM
072394	γινομένη	V-PNP-NSF
072497	γινόμενον	V-PNP-NSN
072588	προσευχόμενοι	V-PNP-NPM
072628	Μαίνῃ	V-PNI-2S
072631	διϊσχυρίζετο	V-INI-3S
072658	διηγήσατο	V-ADI-3S
072678	ἐπορεύθη	V-AOI-3S
072868	προσκέκλημαι	V-RNI-1S
072873	προσευξάμενοι	V-ADP-NPM
072941	προσκαλεσάμενος	V-ADP-NSM
072995	παύσῃ	V-FDI-2S
073011	ἔσῃ	V-FDI-2S
073126	φοβούμενοι	V-PNP-VPM
073281	ἔρχεται	V-PNI-3S
073302	φοβούμενοι	V-PNP-VPM
073503	ἠδυνήθητε	V-AOI-2P
073532	ἐργάζομαι	V-PNI-1S
073545	ἐκδιηγῆται	V-PNS-3S
073570	σεβομένων	V-PNP-GPM
073589	ἐρχομένῳ	V-PNP-DSN
073616	Παρρησιασάμενοί	V-ADP-NPM
073634	ἀπωθεῖσθε	V-PNI-2P
073651	ἐντέταλται	V-RNI-3S
073703	σεβομένας	V-PNP-APF
073791	παρρησιαζόμενοι	V-PNP-NPM
073807	γίνεσθαι	V-PNN
073871	ἐκάθητο	V-INI-3S
073905	ἥλατο	V-ADI-3S
073941	ἡγούμενος	V-PNP-NSM
074022	παρῳχημέναις	V-RNP-DPF
074028	πορεύεσθαι	V-PNN
074150	προσευξάμενοι	V-ADP-NPM
074239	δύνασθε	V-PNI-2P
074283	διήρχοντο	V-INI-3P
074289	ἐκδιηγούμενοι	V-PNP-NPM
074368	ἐπίστασθε	V-PNI-2P
074464	ἐξηγουμένων	V-PNP-GPM
074482	ἀπεκρίθη	V-ADI-3S
074490	ἐξηγήσατο	V-ADI-3S
074495	ἐπεσκέψατο	V-ADI-3S
074637	ἡγουμένους	V-PNP-APM
074831	ἐπισκεψώμεθα	V-ADS-1P
074848	ἐβούλετο	V-INI-3S
074905	διήρχετο	V-INI-3S
074978	διεπορεύοντο	V-INI-3P
075036	πορευθῆναι	V-AON
075086	προσκέκληται	V-RNI-3S
075154	σεβομένη	V-PNP-NSF
075193	παρεβιάσατο	V-ADI-3S
075197	πορευομένων	V-PNP-GPM
075216	μαντευομένη	V-PNP-NSF
075245	διαπονηθεὶς	V-AOP-NSM
075314	παραδέχεσθαι	V-PNN
075361	ἠσφαλίσατο	V-ADI-3S
075373	προσευχόμενοι	V-PNP-NPM
075377	ἐπηκροῶντο	V-INI-3P
075525	ἠγαλλιάσατο	V-ADI-3S
075562	πορεύεσθε	V-PNM-2P
075602	ἐφοβήθησαν	V-AOI-3P
075663	διελέξατο	V-ADI-3S
075706	σεβομένων	V-PNP-GPM
075766	ὑποδέδεκται	V-RNI-3S
075833	ἐδέξαντο	V-ADI-3P
075900	πορεύεσθαι	V-PNN
075942	ἐκδεχομένου	V-PNP-GSM
075957	διελέγετο	V-INI-3S
075967	σεβομένοις	V-PNP-DPM
076021	Δυνάμεθα	V-PNI-1P
076040	βουλόμεθα	V-PNI-1P
076083	διερχόμενος	V-PNP-NSM
076277	Ἀκουσόμεθά	V-FDI-1P
076359	ἠργάζετο	V-INI-3S
076365	Διελέγετο	V-INI-3S
076395	διαμαρτυρόμενος	V-PNP-NSM
076428	πορεύσομαι	V-FDI-1S
076439	σεβομένου	V-PNP-GSM
076480	φοβοῦ	V-PNM-2S
076547	σέβεσθαι	V-PNN
076591	ὄψεσθε	V-FDI-2P
076597	βούλομαι	V-PNI-1S
076662	διελέξατο	V-ADI-3S
076695	ἀσπασάμενος	V-ADP-NSM
076706	διερχόμενος	V-PNP-NSM
076754	ἐπιστάμενος	V-PNP-NSM
076761	ἤρξατο	V-ADI-3S
076762	παρρησιάζεσθαι	V-PNN
076782	Βουλομένου	V-PNP-GSM
076795	ἀποδέξασθαι	V-ADN
076810	διακατηλέγχετο	V-INI-3S
076886	ἐρχόμενον	V-PNP-ASM
076936	ἐπαρρησιάζετο	V-INI-3S
076940	διαλεγόμενος	V-PNP-NSM
076969	διαλεγόμενος	V-PNP-NSM
077031	ἐκπορεύεσθαι	V-PNN
077037	περιερχομένων	V-PNP-GPM
077071	ἀποκριθὲν	V-AOP-NSN
077086	ἐπίσταμαι	V-PNI-1S
077092	ἐφαλόμενος	V-ADP-NSM
077148	ἤρχοντο	V-INI-3P
077202	πορεύεσθαι	V-PNN
077272	ἐπίστασθε	V-PNI-2P
077310	γινόμενοι	V-PNP-NPM
077347	σέβεται	V-PNI-3S
077381	βουλομένου	V-PNP-GSM
077445	ἀπολογεῖσθαι	V-PNN
077563	δυνησόμεθα	V-FDI-1P
077589	ἀσπασάμενος	V-ADP-NSM
077591	πορεύεσθαι	V-PNN
077629	Συνείπετο	V-INI-3S
077693	διελέγετο	V-INI-3S
077715	καθεζόμενος	V-PNP-NSM
077727	διαλεγομένου	V-PNP-GSM
077769	γευσάμενος	V-ADP-NSM
077888	ἐπίστασθε	V-PNI-2P
077939	διαμαρτυρόμενος	V-PNP-NSM
077962	πορεύομαι	V-PNI-1S
077980	διαμαρτύρεταί	V-PNI-3S
078011	διαμαρτύρασθαι	V-ADN
078025	ὄψεσθε	V-FDI-2P
078038	μαρτύρομαι	V-PNI-1S
078093	εἰσελεύσονται	V-FDI-3P
078103	φειδόμενοι	V-PNP-NPM
078149	δυναμένῳ	V-PNP-DSM
078188	ἀντιλαμβάνεσθαι	V-PNN
078217	προσηύξατο	V-ADI-3S
078302	ἀποφορτιζόμενον	V-PNP-NSN
078332	ἐπορευόμεθα	V-INI-1P
078351	προσευξάμενοι	V-ADP-NPM
078376	ἀσπασάμενοι	V-ADP-NPM
078484	ἀπεκρίθη	V-ADI-3S
078523	γινέσθω	V-PNM-3S
078529	ἐπισκευασάμενοι	V-ADP-NPM
078557	ἀπεδέξαντο	V-ADI-3P
078577	ἀσπασάμενος	V-ADP-NSM
078579	ἐξηγεῖτο	V-INI-3S
078648	ἀκούσονται	V-FDI-3P
078675	ξυρήσονται	V-FDI-3P
078679	γνώσονται	V-FDI-3P
078758	θεασάμενοι	V-ADP-NPM
078900	ἐπυνθάνετο	V-INI-3S
078916	δυναμένου	V-PNP-GSM
079018	δέομαι	V-PNI-1S
079138	δεξάμενος	V-ADP-NSM
079144	ἐπορευόμην	V-INI-1S
079158	πορευομένῳ	V-PNP-DSM
079191	ἀπεκρίθην	V-ADI-1S
079215	ἐθεάσαντο	V-ADI-3P
079236	πορεύου	V-PNM-2S
079305	προεχειρίσατό	V-ADI-3S
079323	ἔσῃ	V-FDI-2S
079355	προσευχομένου	V-PNP-GSM
079378	παραδέξονταί	V-FNI-3P
079387	ἐπίστανται	V-PNI-3P
079427	Πορεύου	V-PNM-2S
079546	Ἀπεκρίθη	V-ADI-3S
079556	ἐκτησάμην	V-ADI-1S
079578	ἐφοβήθη	V-AOI-3S
079591	βουλόμενος	V-PNP-NSM
079666	κάθῃ	V-PNI-2S
079781	διεμάχοντο	V-INI-3P
079799	γινομένης	V-PNP-GSF
079801	φοβηθεὶς	V-AOP-NSM
079836	διεμαρτύρω	V-ADI-2S
079889	γεύσασθαι	V-ADN
079945	προσκαλεσάμενος	V-ADP-NSM
079979	προσκαλεσάμενός	V-ADP-NSM
080003	ἐπυνθάνετο	V-INI-3S
080031	πυνθάνεσθαι	V-PNN
080062	προσδεχόμενοι	V-PNP-NPM
080083	προσκαλεσάμενός	V-ADP-NSM
080093	πορευθῶσιν	V-AOS-3P
080190	ἔσεσθαι	V-FDN
080228	ἀπέρχεσθαι	V-PNN
080264	Διακούσομαί	V-FDI-1S
080306	ἤρξατο	V-ADI-3S
080318	γινομένων	V-PNP-GPN
080330	ἀποδεχόμεθα	V-PNI-1P
080384	δυνήσῃ	V-FDI-2S
080404	Ἀπεκρίθη	V-ADI-3S
080422	ἐπιστάμενος	V-PNP-NSM
080427	ἀπολογοῦμαι	V-PNI-1S
080428	δυναμένου	V-PNP-GSM
080453	διαλεγόμενον	V-PNP-ASM
080468	δύνανταί	V-PNI-3P
080512	προσδέχονται	V-PNI-3P
080515	ἔσεσθαι	V-FDN
080629	διαγνώσομαι	V-FDI-1S
080675	διαλεγομένου	V-PNP-GSM
080691	ἀπεκρίθη	V-ADI-3S
080695	πορεύου	V-PNM-2S
080788	ἀπεκρίθη	V-ADI-3S
080799	ἐκπορεύεσθαι	V-PNN
080860	ἀπολογουμένου	V-PNP-GSM
080885	ἀποκριθεὶς	V-AOP-NSM
080931	παραιτοῦμαι	V-PNI-1S
080944	δύναται	V-PNI-3S
080946	χαρίσασθαι	V-ADN
080956	ἀπεκρίθη	V-ADI-3S
080961	πορεύσῃ	V-FDI-2S
080974	ἀσπασάμενοι	V-ADP-NPM
081020	ἀπεκρίθην	V-ADI-1S
081103	βούλοιτο	V-PNO-3S
081104	πορεύεσθαι	V-PNN
081136	Ἐβουλόμην	V-INI-1S
081144	Ἀκούσῃ	V-FDI-2S
081287	ἀπελογεῖτο	V-INI-3S
081296	ἥγημαι	V-RNI-1S
081303	ἀπολογεῖσθαι	V-PNN
081317	δέομαι	V-PNI-1S
081458	ἐμμαινόμενος	V-PNP-NSM
081469	πορευόμενος	V-PNP-NSM
081500	πορευομένους	V-PNP-APM
081660	ἐπειρῶντο	V-INI-3P
081674	μαρτυρόμενος	V-PNP-NSM
081688	γίνεσθαι	V-PNN
081712	ἀπολογουμένου	V-PNP-GSM
081719	Μαίνῃ	V-PNI-2S
081732	μαίνομαι	V-PNI-1S
081741	ἀποφθέγγομαι	V-PNI-1S
081742	ἐπίσταται	V-PNI-3S
081751	παρρησιαζόμενος	V-PNP-NSM
081791	Εὐξαίμην	V-ADO-1S
081833	συνκαθήμενοι	V-PNP-NPM
081858	ἐδύνατο	V-INI-3S
081864	ἐπεκέκλητο	V-LDI-3S
081919	χρησάμενος	V-ADP-NSM
081924	πορευθέντι	V-AOP-DSM
