OGNTsort	OGNTa	RMAC
081990	παραλεγόμενοι	V-PNP-NPM
082047	ἔσεσθαι	V-FDN
082080	δύναιντο	V-PNO-3P
082103	παρελέγοντο	V-INI-3P
082124	δυναμένου	V-PNP-GSN
082145	ἐχρῶντο	V-INI-3P
082149	φοβούμενοί	V-PNP-NPM
082191	ἐπικειμένου	V-PNP-GSM
082240	ἔσται	V-FDI-3S
082263	φοβοῦ	V-PNM-2S
082271	κεχάρισταί	V-RNI-3S
082289	ἔσται	V-FDI-3S
082337	φοβούμενοί	V-PNP-NPM
082350	ηὔχοντο	V-INI-3P
082393	δύνασθε	V-PNI-2P
082411	γίνεσθαι	V-PNN
082460	ἤρξατο	V-ADI-3S
082509	ἐβουλεύοντο	V-INI-3P
082511	δύναιντο	V-PNO-3P
082579	βουλόμενος	V-PNP-NSM
082590	δυναμένους	V-PNP-APM
082739	γινόμενον	V-PNP-ASN
082761	ἀναδεξάμενος	V-ADP-NSM
082777	κατακεῖσθαι	V-PNN
082784	προσευξάμενος	V-ADP-NSM
082789	ἰάσατο	V-ADI-3S
082803	προσήρχοντο	V-INI-3P
082955	ἐβούλοντο	V-INI-3P
082999	περίκειμαι	V-PNI-1S
083010	ἐδεξάμεθα	V-ADI-1P
083058	διαμαρτυρόμενος	V-PNP-NSM
083117	Πορεύθητι	V-AOM-2S
083169	ἰάσομαι	V-FDI-1S
083186	ἀκούσονται	V-FDI-3P
083195	ἀπεδέχετο	V-INI-3S
083198	εἰσπορευομένους	V-PNP-APM
083229	προεπηγγείλατο	V-ADI-3S
083360	δεόμενος	V-PNP-NSM
083456	ἐπαισχύνομαι	V-PNI-1S
083490	ζήσεται	V-FDI-3S
083620	ἐσεβάσθησαν	V-ADI-3P
083680	κατεργαζόμενοι	V-PNP-NPM
083798	λογίζῃ	V-PNI-2S
083814	ἐκφεύξῃ	V-FDI-2S
083905	κατεργαζομένου	V-PNP-GSM
083921	ἐργαζομένῳ	V-PNP-DSM
084007	ἀπολογουμένων	V-PNP-GPM
084031	ἐπαναπαύῃ	V-PNI-2S
084034	καυχᾶσαι	V-PNI-2S
084092	βδελυσσόμενος	V-PNP-VSM
084099	καυχᾶσαι	V-PNI-2S
084251	γινέσθω	V-PNM-3S
084351	προεχόμεθα	V-PNI-1P
084354	προῃτιασάμεθα	V-ADI-1P
084596	λογιζόμεθα	V-PNI-1P
084679	ἐργαζομένῳ	V-PNP-DSM
084683	λογίζεται	V-PNI-3S
084692	ἐργαζομένῳ	V-PNP-DSM
084700	λογίζεται	V-PNI-3S
084717	λογίζεται	V-PNI-3S
084736	λογίσηται	V-ADS-3S
084865	κατεργάζεται	V-PNI-3S
084946	ἔσται	V-FDI-3S
084992	ἐπήγγελται	V-RNI-3S
085073	καυχώμεθα	V-PNI-1P
085085	καυχώμεθα	V-PNI-1P
085094	κατεργάζεται	V-PNI-3S
085141	ἀποθανεῖται	V-FDI-3S
085210	καυχώμενοι	V-PNP-NPM
085548	ἐσόμεθα	V-FDI-1P
085614	λογίζεσθε	V-PNM-2P
085795	ἐπαισχύνεσθε	V-PNI-2P
086015	κατειργάσατο	V-ADI-3S
086097	κατεργαζομένη	V-PNP-NSF
086126	κατεργάζομαι	V-PNI-1S
086156	κατεργάζομαι	V-PNI-1S
086181	παράκειταί	V-PNI-3S
086185	κατεργάζεσθαι	V-PNN
086212	κατεργάζομαι	V-PNI-1S
086234	παράκειται	V-PNI-3S
086235	συνήδομαι	V-PNI-1S
086253	ἀντιστρατευόμενον	V-PNP-ASM
086278	ῥύσεται	V-FDI-3S
086431	δύναται	V-PNI-3S
086440	δύνανται	V-PNI-3P
086542	ζήσεσθε	V-FDI-2P
086597	Λογίζομαι	V-PNI-1S
086625	ἀπεκδέχεται	V-PNI-3S
086690	ἀπεκδεχόμενοι	V-PNP-NPM
086719	ἀπεκδεχόμεθα	V-PNI-1P
086725	συναντιλαμβάνεται	V-PNI-3S
086732	προσευξώμεθα	V-ADS-1P
086833	ἐφείσατο	V-ADI-3S
086848	χαρίσεται	V-FDI-3S
086947	δυνήσεται	V-FDI-3S
086967	ψεύδομαι	V-PNI-1S
086987	ηὐχόμην	V-INI-1S
087093	λογίζεται	V-PNI-3S
087105	ἐλεύσομαι	V-FDI-1S
087107	ἔσται	V-FDI-3S
087245	μέμφεται	V-PNI-3S
087259	ἀνταποκρινόμενος	V-PNP-NSM
087362	Ἔσται	V-FDI-3S
087556	ζήσεται	V-FDI-3S
087573	ἀναβήσεται	V-FDI-3S
087583	καταβήσεται	V-FDI-3S
087830	ἀπώσατο	V-ADI-3S
087849	ἀπώσατο	V-ADI-3S
087928	γίνεται	V-PNI-3S
087970	Γενηθήτω	V-AOM-3S
088120	κατακαυχῶ	V-PNM-2S
088125	κατακαυχᾶσαι	V-PNI-2S
088155	φοβοῦ	V-PNM-2S
088165	ἐφείσατο	V-ADI-3S
088170	φείσεται	V-FDI-3S
088276	Ῥυόμενος	V-PNP-NSM
088583	προηγούμενοι	V-PNP-NPM
088618	καταρᾶσθε	V-PNM-2P
088639	γίνεσθε	V-PNM-2P
088748	λήμψονται	V-FDI-3P
088764	φοβεῖσθαι	V-PNN
088788	φοβοῦ	V-PNM-2S
088906	ἐργάζεται	V-PNI-3S
089150	παραστησόμεθα	V-FDI-1P
089212	λογιζομένῳ	V-PNP-DSM
089535	Ἔσται	V-FDI-3S
089593	δυνάμενοι	V-PNP-NPM
089659	κατειργάσατο	V-ADI-3S
089694	φιλοτιμούμενον	V-PNP-ASM
089714	ὄψονται	V-FDI-3P
089750	πορεύωμαι	V-PNS-1S
089756	διαπορευόμενος	V-PNP-NSM
089757	θεάσασθαι	V-ADN
089772	πορεύομαι	V-PNI-1S
089824	ἀπελεύσομαι	V-FDI-1S
089832	ἐρχόμενος	V-PNP-NSM
089839	ἐλεύσομαι	V-FDI-1S
089894	συναναπαύσωμαι	V-ADS-1S
089922	προσδέξησθε	V-ADS-2P
089946	Ἀσπάσασθε	V-ADM-2P
089983	Ἀσπάσασθε	V-ADM-2P
089995	Ἀσπάσασθε	V-ADM-2P
090002	Ἀσπάσασθε	V-ADM-2P
090025	Ἀσπάσασθε	V-ADM-2P
090032	Ἀσπάσασθε	V-ADM-2P
090044	Ἀσπάσασθε	V-ADM-2P
090050	Ἀσπάσασθε	V-ADM-2P
090055	Ἀσπάσασθε	V-ADM-2P
090060	Ἀσπάσασθε	V-ADM-2P
090069	Ἀσπάσασθε	V-ADM-2P
090077	Ἀσπάσασθε	V-ADM-2P
090086	Ἀσπάσασθε	V-ADM-2P
090098	Ἀσπάσασθε	V-ADM-2P
090109	Ἀσπάσασθε	V-ADM-2P
090126	Ἀσπάσασθε	V-ADM-2P
090131	Ἀσπάζονται	V-PNI-3P
090230	Ἀσπάζεται	V-PNI-3S
090245	Ἀσπάζομαι	V-PNI-1S
090255	Ἀσπάζεται	V-PNI-3S
090265	Ἀσπάζεται	V-PNI-3S
090278	δυναμένῳ	V-PNP-DSM
090429	ἀπεκδεχομένους	V-PNP-APM
090794	καυχήσηται	V-ADS-3S
090824	καυχώμενος	V-PNP-NSM
090827	καυχάσθω	V-PNM-3S
091075	δέχεται	V-PNI-3S
091087	δύναται	V-PNI-3S
091119	ἠδυνήθην	V-AOI-1S
091138	ἐδύνασθε	V-INI-2P
091143	δύνασθε	V-PNI-2P
091229	λήμψεται	V-FDI-3S
091268	δύναται	V-PNI-3S
091272	κείμενον	V-PNP-ASM
091295	γενήσεται	V-FDI-3S
091322	λήμψεται	V-FDI-3S
091405	δρασσόμενος	V-PNP-NSM
091425	καυχάσθω	V-PNM-3S
091458	λογιζέσθω	V-PNM-3S
091537	γενήσεται	V-FDI-3S
091586	καυχᾶσαι	V-PNI-2S
091662	ἐργαζόμενοι	V-PNP-NPM
091669	ἀνεχόμεθα	V-PNI-1P
091718	γίνεσθε	V-PNM-2P
091751	ἐρχομένου	V-PNP-GSM
091758	ἐλεύσομαι	V-FDI-1S
091768	γνώσομαι	V-FDI-1S
091855	κατεργασάμενον	V-ADP-ASM
092092	δυνήσεται	V-FDI-3S
092288	Ἔσονται	V-FDI-3P
092494	ἐγκρατεύονται	V-PNI-3P
092664	ἐπισπάσθω	V-PNM-3S
092701	δύνασαι	V-PNI-2S
092705	χρῆσαι	V-ADM-2S
092725	γίνεσθε	V-PNM-2P
092804	φείδομαι	V-PNI-1S
092844	χρώμενοι	V-PNP-NPM
092849	καταχρώμενοι	V-PNP-NPM
092954	γίνεσθαι	V-PNN
093208	κατακείμενον	V-PNP-ASM
093352	ἐργάζεσθαι	V-PNN
093454	ἐχρησάμεθα	V-ADI-1P
093476	ἐργαζόμενοι	V-PNP-NPM
093488	συμμερίζονται	V-PNI-3P
093505	κέχρημαι	V-RNI-1S
093538	ἐπίκειται	V-PNI-3S
093573	καταχρήσασθαι	V-ADN
093680	ἀγωνιζόμενος	V-PNP-NSM
093682	ἐγκρατεύεται	V-PNI-3S
093811	γίνεσθε	V-PNM-2P
093905	δύνασθε	V-PNI-2P
093915	δύνασθαι	V-PNN
094013	γίνεσθαι	V-PNN
094015	δύνασθε	V-PNI-2P
094023	δύνασθε	V-PNI-2P
094086	πορεύεσθαι	V-PNN
094159	γίνεσθε	V-PNM-2P
094185	γίνεσθε	V-PNM-2P
094228	προσευχόμενος	V-PNP-NSM
094241	προσευχομένη	V-PNP-NSF
094371	προσεύχεσθαι	V-PNN
094430	συνέρχεσθε	V-PNI-2P
094434	συνερχομένων	V-PNP-GPM
094462	Συνερχομένων	V-PNP-GPM
094620	ἔσται	V-FDI-3S
094690	συνερχόμενοι	V-PNP-NPM
094695	ἐκδέχεσθε	V-PNM-2P
094706	συνέρχησθε	V-PNS-2P
094713	διατάξομαι	V-FDI-1S
094751	δύναται	V-PNI-3S
094863	βούλεται	V-PNI-3S
095014	δύναται	V-PNI-3S
095245	καυχήσωμαι	V-ADS-1S
095255	χρηστεύεται	V-PNI-3S
095263	περπερεύεται	V-PNI-3S
095275	λογίζεται	V-PNI-3S
095305	παύσονται	V-FDI-3P
095335	ἐλογιζόμην	V-INI-1S
095363	ἐπιγνώσομαι	V-FDI-1S
095513	παρασκευάσεται	V-FDI-3S
095531	ἔσεσθε	V-FDI-2P
095555	ἔσομαι	V-FDI-1S
095584	προσευχέσθω	V-PNM-3S
095589	προσεύχωμαι	V-PNS-1S
095594	προσεύχεται	V-PNI-3S
095604	προσεύξομαι	V-FDI-1S
095607	προσεύξομαι	V-FDI-1S
095684	γίνεσθε	V-PNM-2P
095695	γίνεσθε	V-PNM-2P
095714	εἰσακούσονταί	V-FDI-3P
095760	μαίνεσθε	V-PNI-2P
095783	γίνεται	V-PNI-3S
095805	συνέρχησθε	V-PNS-2P
095820	γινέσθω	V-PNM-3S
095865	καθημένῳ	V-PNP-DSM
095869	δύνασθε	V-PNI-2P
095988	γινέσθω	V-PNM-3S
096485	ἔρχονται	V-PNI-3P
096502	γενησόμενον	V-FDP-ASN
096700	δύναται	V-PNI-3S
096763	γενήσεται	V-FDI-3S
096817	γίνεσθε	V-PNM-2P
096873	γίνωνται	V-PNS-3P
096896	πορεύεσθαι	V-PNN
096899	πορεύσονται	V-FDI-3P
096900	Ἐλεύσομαι	V-FDI-1S
096909	διέρχομαι	V-PNI-1S
096924	πορεύωμαι	V-PNS-1S
096959	ἀντικείμενοι	V-PNP-NPM
096975	ἐργάζεται	V-PNI-3S
096992	ἐκδέχομαι	V-PNI-1S
097021	ἐλεύσεται	V-FDI-3S
097030	ἀνδρίζεσθε	V-PNM-2P
097036	γινέσθω	V-PNM-3S
097097	Ἀσπάζονται	V-PNI-3P
097103	Ἀσπάζεται	V-PNI-3S
097117	Ἀσπάζονται	V-PNI-3P
097122	Ἀσπάσασθε	V-ADM-2P
097228	δύνασθαι	V-PNN
097360	ἐρρύσατο	V-ANI-3S
097363	ῥύσεται	V-FDI-3S
097370	ῥύσεται	V-FDI-3S
097443	ἐπιγνώσεσθε	V-FDI-2P
097469	ἐβουλόμην	V-INI-1S
097500	βουλόμενος	V-PNP-NSM
097505	ἐχρησάμην	V-ADI-1S
097508	βουλεύομαι	V-PNI-1S
097511	βουλεύομαι	V-PNI-1S
097625	φειδόμενος	V-PNP-NSM
097754	χαρίσασθαι	V-ADN
097790	χαρίζεσθε	V-PNI-2P
097796	κεχάρισμαι	V-RNI-1S
097799	κεχάρισμαι	V-RNI-1S
098050	δύνασθαι	V-PNN
098074	ἔσται	V-FDI-3S
098124	χρώμεθα	V-PNI-1P
098185	κεῖται	V-PNI-3S
098380	ἐξαπορούμενοι	V-PNP-NPM
098530	κατεργάζεται	V-PNI-3S
098616	κατεργασάμενος	V-ADP-NSM
098666	φιλοτιμούμεθα	V-PNI-1P
098736	καυχωμένους	V-PNP-APM
098844	λογιζόμενος	V-PNP-NSM
098867	δεόμεθα	V-PNI-1P
098899	δέξασθαι	V-ADN
099063	γίνεσθε	V-PNM-2P
099114	ἔσομαι	V-FDI-1S
099119	ἔσονταί	V-FDI-3P
099136	εἰσδέξομαι	V-FDI-1S
099139	Ἔσομαι	V-FDI-1S
099145	ἔσεσθέ	V-FDI-2P
099294	μεταμέλομαι	V-PNI-1S
099297	μετεμελόμην	V-INI-1S
099339	ἐργάζεται	V-PNI-3S
099346	κατεργάζεται	V-PNI-3S
099356	κατειργάσατο	V-ADI-3S
099436	κεκαύχημαι	V-RNI-1S
099474	ἐδέξασθε	V-ADI-2P
099532	δεόμενοι	V-PNP-NPM
099567	προενήρξατο	V-ADI-3S
099659	προενήρξασθε	V-ADI-2P
099685	πρόκειται	V-PNI-3S
099760	ἐδέξατο	V-ADI-3S
099817	μωμήσηται	V-ADS-3S
099916	καυχῶμαι	V-PNI-1S
099975	ἡγησάμην	V-ADI-1S
099986	προεπηγγελμένην	V-RNP-ASF
100097	κατεργάζεται	V-PNI-3S
100202	δέομαι	V-PNI-1S
100211	λογίζομαι	V-PNI-1S
100216	λογιζομένους	V-PNP-APM
100288	λογιζέσθω	V-PNM-3S
100304	καυχήσωμαι	V-ADS-1S
100351	λογιζέσθω	V-PNM-3S
100396	καυχησόμεθα	V-FDI-1P
100417	ἐφικνούμενοι	V-PNP-NPM
100436	καυχώμενοι	V-PNP-NPM
100468	καυχήσασθαι	V-ADN
100471	καυχώμενος	V-PNP-NSM
100474	καυχάσθω	V-PNM-3S
100513	Φοβοῦμαι	V-PNI-1S
100544	ἐρχόμενος	V-PNP-NSM
100563	ἐδέξασθε	V-ADI-2P
100565	ἀνέχεσθε	V-PNI-2P
100566	Λογίζομαι	V-PNI-1S
100686	καυχῶνται	V-PNI-3P
100727	ἔσται	V-FDI-3S
100753	καυχήσωμαι	V-ADS-1S
100772	καυχῶνται	V-PNI-3P
100776	καυχήσομαι	V-FDI-1S
100779	ἀνέχεσθε	V-PNI-2P
100784	ἀνέχεσθε	V-PNI-2P
100937	καυχᾶσθαι	V-PNN
100943	καυχήσομαι	V-FDI-1S
100960	ψεύδομαι	V-PNI-1S
100988	Καυχᾶσθαι	V-PNN
100993	ἐλεύσομαι	V-FDI-1S
101061	καυχήσομαι	V-FDI-1S
101066	καυχήσομαι	V-FDI-1S
101075	καυχήσασθαι	V-ADN
101077	ἔσομαι	V-FDI-1S
101082	φείδομαι	V-PNI-1S
101088	λογίσηται	V-ADS-3S
101147	καυχήσομαι	V-FDI-1S
101235	χαρίσασθέ	V-ADM-2P
101332	ἀπολογούμεθα	V-PNI-1P
101346	φοβοῦμαι	V-PNI-1S
101402	ἔρχομαι	V-PNI-1S
101437	φείσομαι	V-FDI-1S
101505	γνώσεσθε	V-FDI-2P
101511	Εὐχόμεθα	V-PNI-1P
101559	εὐχόμεθα	V-PNI-1P
101572	χρήσωμαι	V-ADS-1S
101603	ἔσται	V-FDI-3S
101606	Ἀσπάσασθε	V-ADM-2P
101611	Ἀσπάζονται	V-PNI-3P
101955	ψεύδομαι	V-PNI-1S
102208	φοβούμενος	V-PNP-NSM
102418	ἐναρξάμενοι	V-ADP-NPM
102480	προευηγγελίσατο	V-ADI-3S
102542	ζήσεται	V-FDI-3S
102554	ζήσεται	V-FDI-3S
102609	ἐπιδιατάσσεται	V-PNI-3S
102676	κεχάρισται	V-RNI-3S
102693	ἐπήγγελται	V-RNI-3S
102726	δυνάμενος	V-PNP-NSM
102984	φοβοῦμαι	V-PNI-1S
102992	Γίνεσθε	V-PNM-2P
103000	δέομαι	V-PNI-1S
103310	μαρτύρομαι	V-PNI-1S
103340	ἀπεκδεχόμεθα	V-PNI-1P
103493	ἀντίκειται	V-PNI-3S
103593	γινώμεθα	V-PNS-1P
103733	ἐργαζώμεθα	V-PNS-1P
103786	καυχήσωνται	V-ADS-3P
103791	καυχᾶσθαι	V-PNN
104011	ἀνακεφαλαιώσασθαι	V-ADN
104377	ἐπερχομένοις	V-PNP-DPM
104412	καυχήσηται	V-ADS-3S
104669	δύνασθε	V-PNI-2P
104919	δυναμένῳ	V-PNP-DSM
104975	ἀνεχόμενοι	V-PNP-NPM
105141	κλυδωνιζόμενοι	V-PNP-NPM
105208	μαρτύρομαι	V-PNI-1S
105356	ἐργαζόμενος	V-PNP-NSM
105376	ἐκπορευέσθω	V-PNM-3S
105421	γίνεσθε	V-PNM-2P
105427	χαριζόμενοι	V-PNP-NPM
105435	ἐχαρίσατο	V-ADI-3S
105437	Γίνεσθε	V-PNM-2P
105526	ἔρχεται	V-PNI-3S
105538	γίνεσθε	V-PNM-2P
105588	γινόμενα	V-PNP-APN
105646	γίνεσθε	V-PNM-2P
105853	ἔσονται	V-FDI-3P
105891	φοβῆται	V-PNS-3S
105924	ἔσῃ	V-FDI-2S
105997	κομίσεται	V-FDI-3S
106051	δύνασθαι	V-PNN
106098	δυνηθῆτε	V-AOS-2P
106107	κατεργασάμενοι	V-ADP-NPM
106142	δυνήσεσθε	V-FDI-2P
106156	δέξασθε	V-ADM-2P
106171	προσευχόμενοι	V-PNP-NPM
106217	παρρησιάσωμαι	V-ADS-1S
106361	ἐναρξάμενος	V-ADP-NSM
106423	προσεύχομαι	V-PNI-1S
106467	βούλομαι	V-PNI-1S
106537	κεῖμαι	V-PNI-1S
106547	οἰόμενοι	V-PNP-NPM
106577	ἀποβήσεται	V-FDI-3S
106713	πολιτεύεσθε	V-PNM-2P
106745	ἀντικειμένων	V-PNP-GPM
106834	ἡγούμενοι	V-PNP-NPM
106863	ἡγήσατο	V-ADI-3S
106899	ἐχαρίσατο	V-ADI-3S
106960	κατεργάζεσθε	V-PNM-2P
107118	ἐλεύσομαι	V-FDI-1S
107121	ἡγησάμην	V-ADI-1S
107187	προσδέχεσθε	V-PNM-2P
107208	παραβολευσάμενος	V-ADP-NSM
107258	καυχώμενοι	V-PNP-NPM
107314	ἥγημαι	V-RNI-1S
107322	ἡγοῦμαι	V-PNI-1S
107342	ἡγοῦμαι	V-PNI-1S
107421	λογίζομαι	V-PNI-1S
107428	ἐπιλανθανόμενος	V-PNP-NSM
107432	ἐπεκτεινόμενος	V-PNP-NSM
107472	γίνεσθε	V-PNM-2P
107532	ἀπεκδεχόμεθα	V-PNI-1P
107553	δύνασθαι	V-PNN
107692	λογίζεσθε	V-PNM-2P
107711	ἔσται	V-FDI-3S
107731	ἠκαιρεῖσθε	V-INI-2P
107839	δεξάμενος	V-ADP-NSM
107883	Ἀσπάσασθε	V-ADM-2P
107889	Ἀσπάζονται	V-PNI-3P
107895	Ἀσπάζονται	V-PNI-3P
107957	προσευχόμενοι	V-PNP-NPM
107978	ἀποκειμένην	V-PNP-ASF
108059	προσευχόμενοι	V-PNP-NPM
108127	ἐρρύσατο	V-ANI-3S
108444	ἀγωνιζόμενος	V-PNP-NSM
108516	παραλογίζηται	V-PNS-3S
108574	ἔσται	V-FDI-3S
108676	χαρισάμενος	V-ADP-NSM
108702	ἀπεκδυσάμενος	V-ADP-NSM
108805	γεύσῃ	V-ADS-2S
108859	καθήμενος	V-PNP-NSM
108917	ἔρχεται	V-PNI-3S
108954	ψεύδεσθε	V-PNM-2P
108957	ἀπεκδυσάμενοι	V-ADP-NPM
109013	ἀνεχόμενοι	V-PNP-NPM
109016	χαριζόμενοι	V-PNP-NPM
109028	ἐχαρίσατο	V-ADI-3S
109063	γίνεσθε	V-PNM-2P
109175	φοβούμενοι	V-PNP-NPM
109183	ἐργάζεσθε	V-PNM-2P
109194	ἀπολήμψεσθε	V-FDI-2P
109206	κομίσεται	V-FDI-3S
109239	προσευχόμενοι	V-PNP-NPM
109291	ἀποκρίνεσθαι	V-PNN
109342	Ἀσπάζεται	V-PNI-3S
109361	δέξασθε	V-ADM-2P
109384	Ἀσπάζεται	V-PNI-3S
109394	ἀγωνιζόμενος	V-PNP-NSM
109427	Ἀσπάζεται	V-PNI-3S
109436	Ἀσπάσασθε	V-ADM-2P
109607	δεξάμενοι	V-ADP-NPM
109706	ῥυόμενον	V-PNP-ASM
109712	ἐρχομένης	V-PNP-GSF
109735	ἐπαρρησιασάμεθα	V-ADI-1P
109811	δυνάμενοι	V-PNP-NPM
109832	ὁμειρόμενοι	V-PNP-NPM
109864	ἐργαζόμενοι	V-PNP-NPM
109906	παραμυθούμενοι	V-PNP-NPM
109908	μαρτυρόμενοι	V-PNP-NPM
109942	ἐδέξασθε	V-ADI-2P
110149	κείμεθα	V-PNI-1P
110250	δυνάμεθα	V-PNI-1P
110272	δεόμενοι	V-PNP-NPM
110410	κτᾶσθαι	V-PNN
110450	διεμαρτυράμεθα	V-ADI-1P
110519	φιλοτιμεῖσθαι	V-PNN
110526	ἐργάζεσθαι	V-PNN
110596	περιλειπόμενοι	V-POP-NPM
110620	καταβήσεται	V-FDI-3S
110635	περιλειπόμενοι	V-POP-NPM
110653	ἐσόμεθα	V-FDI-1P
110686	ἔρχεται	V-PNI-3S
110831	ἡγεῖσθαι	V-PNN
110850	παραμυθεῖσθε	V-PNM-2P
110853	ἀντέχεσθε	V-PNM-2P
110881	προσεύχεσθε	V-PNM-2P
110950	προσεύχεσθε	V-PNM-2P
110954	Ἀσπάσασθε	V-ADM-2P
111039	ἐνκαυχᾶσθαι	V-PNN
111060	ἀνέχεσθε	V-PNI-2P
111169	προσευχόμεθα	V-PNI-1P
111287	ἀντικείμενος	V-PNP-NSM
111399	ἐδέξαντο	V-ADI-3P
111531	προσεύχεσθε	V-PNM-2P
111637	μιμεῖσθαι	V-PNN
111658	ἐργαζόμενοι	V-PNP-NPM
111678	μιμεῖσθαι	V-PNN
111694	ἐργάζεσθαι	V-PNN
111705	ἐργαζομένους	V-PNP-APM
111707	περιεργαζομένους	V-PNP-APM
111721	ἐργαζόμενοι	V-PNP-NPM
111754	ἡγεῖσθε	V-PNM-2P
111841	πορευόμενος	V-PNP-NSM
111898	διαβεβαιοῦνται	V-PNI-3P
111909	χρῆται	V-PNS-3S
111916	κεῖται	V-PNI-3S
111943	ἀντίκειται	V-PNI-3S
111968	ἡγήσατο	V-ADI-3S
112091	ἀπωσάμενοι	V-ADP-NPM
112191	ψεύδομαι	V-PNI-1S
112198	Βούλομαι	V-PNI-1S
112200	προσεύχεσθαι	V-PNN
112239	ἐπαγγελλομέναις	V-PNP-DPF
112351	ἐπιμελήσεται	V-FDI-3S
112511	ἀποστήσονταί	V-FDI-3P
112569	ἔσῃ	V-FDI-2S
112590	παραιτοῦ	V-PNM-2S
112631	ἀγωνιζόμεθα	V-PNI-1P
112655	γίνου	V-PNM-2S
112669	ἔρχομαι	V-PNI-1S
112815	ἤρνηται	V-RDI-3S
112853	παραιτοῦ	V-PNM-2S
112873	περιερχόμεναι	V-PNP-NPF
112889	Βούλομαι	V-PNI-1S
112899	ἀντικειμένῳ	V-PNP-DSM
112959	παραδέχου	V-PNM-2S
112979	Διαμαρτύρομαι	V-PNI-1S
113015	χρῶ	V-PNM-2S
113050	δύνανται	V-PNI-3P
113062	ἡγείσθωσαν	V-PNM-3P
113094	ἀντιλαμβανόμενοι	V-PNP-NPM
113104	προσέρχεται	V-PNI-3S
113120	ἐπιστάμενος	V-PNP-NSM
113129	γίνεται	V-PNI-3S
113167	δυνάμεθα	V-PNI-1P
113177	βουλόμενοι	V-PNP-NPM
113233	ἀγωνίζου	V-PNM-2S
113318	δύναται	V-PNI-3S
113385	ἐπαγγελλόμενοι	V-PNP-NPM
113520	ἐπαισχυνθῇς	V-AOS-2S
113605	ἐπαισχύνομαι	V-PNI-1S
113681	ἐπαισχύνθη	V-AOI-3S
113737	ἔσονται	V-FDI-3P
113847	ἀρνησόμεθα	V-FDI-1P
113849	ἀρνήσεται	V-FDI-3S
113856	ἀρνήσασθαι	V-ADN
113860	δύναται	V-PNI-3S
113863	διαμαρτυρόμενος	V-PNP-NSM
113985	ἔσται	V-FDI-3S
114023	παραιτοῦ	V-PNM-2S
114033	μάχεσθαι	V-PNN
114076	ἐνστήσονται	V-FDI-3P
114079	ἔσονται	V-FDI-3P
114112	ἠρνημένοι	V-RNP-NPM
114141	δυνάμενα	V-PNP-APN
114174	ἔσται	V-FDI-3S
114219	ἐρρύσατο	V-ANI-3S
114305	Διαμαρτύρομαι	V-PNI-1S
114340	Ἔσται	V-FDI-3S
114348	ἀνέξονται	V-FDI-3P
114400	ἠγώνισμαι	V-RNI-1S
114408	ἀπόκειταί	V-PNI-3S
114452	ἐπορεύθη	V-AOI-3S
114490	ἐρχόμενος	V-PNP-NSM
114537	λογισθείη	V-AOO-3S
114562	ῥύσεταί	V-FDI-3S
114587	Ἄσπασαι	V-ADM-2S
114609	Ἀσπάζεταί	V-PNI-3S
114654	ἐπηγγείλατο	V-ADI-3S
114758	ἀντεχόμενον	V-PNP-ASM
114872	ἀρνοῦνται	V-PNI-3P
115008	ἀρνησάμενοι	V-ADP-NPM
115025	προσδεχόμενοι	V-PNP-NPM
115168	γενηθῶμεν	V-AOS-1P
115179	βούλομαί	V-PNI-1S
115181	διαβεβαιοῦσθαι	V-PNN
115220	παραιτοῦ	V-PNM-2S
115274	Ἀσπάζονταί	V-PNI-3P
115280	Ἄσπασαι	V-ADM-2S
115458	ἐβουλόμην	V-INI-1S
115600	Ἀσπάζεταί	V-PNI-3S
115715	ἔσομαι	V-FDI-1S
115721	ἔσται	V-FDI-3S
115855	Κάθου	V-PNM-2S
115911	ἐκφευξόμεθα	V-FDI-1P
115957	διεμαρτύρατο	V-ADI-3S
115966	μιμνῄσκῃ	V-PNI-2S
115972	ἐπισκέπτῃ	V-PNI-2S
116033	γεύσηται	V-ADS-3S
116074	ἐπαισχύνεται	V-PNI-3S
116094	ἔσομαι	V-FDI-1S
116156	ἐπιλαμβάνεται	V-PNI-3S
116160	ἐπιλαμβάνεται	V-PNI-3S
116191	δύναται	V-PNI-3S
116356	εἰσελεύσονται	V-FDI-3P
116364	ἔσται	V-FDI-3S
116461	εἰσελεύσεσθαι	V-FDN
116474	ἠδυνήθησαν	V-AOI-3P
116478	Φοβηθῶμεν	V-AOS-1P
116513	Εἰσερχόμεθα	V-PNI-1P
116529	εἰσελεύσονται	V-FDI-3P
116540	γενηθέντων	V-AOP-GPN
116567	εἰσελεύσονται	V-FDI-3P
116683	διϊκνούμενος	V-PNP-NSM
116739	δυνάμενον	V-PNP-ASM
116752	προσερχώμεθα	V-PNS-1P
116791	δυνάμενος	V-PNP-NSM
116799	περίκειται	V-PNI-3S
116838	γενηθῆναι	V-AON
116880	δυνάμενον	V-PNP-ASM
117048	γευσαμένους	V-ADP-APM
117056	γενηθέντας	V-AOP-APM
117061	γευσαμένους	V-ADP-APM
117089	ἐρχόμενον	V-PNP-ASM
117189	ἐπαγγειλάμενος	V-ADP-NSM
117235	βουλόμενος	V-PNP-NSM
117258	ψεύσασθαι	V-ADN
117268	προκειμένης	V-PNP-GSF
117281	εἰσερχομένην	V-PNP-ASF
117511	γίνεται	V-PNI-3S
117583	γίνεται	V-PNI-3S
